load,strain
3.2,2.545
3.2,2.549
3.2,2.553
3.2,2.557
3.3,2.561
3.3,2.561
3.3,2.57
3.4,2.574
3.5,2.578
3.6,2.578
3.6,2.586
3.6,2.586
3.6,2.594
3.6,2.594
3.6,2.598
3.6,2.606
3.7,2.606
3.8,2.611
3.8,2.615
3.8,2.623
3.8,2.623
3.8,2.627
3.8,2.631
3.8,2.635
3.9,2.639
3.9,2.643
4.1,2.647
4.1,2.647
4.2,2.651
4.1,2.656
4.1,2.66
4.1,2.664
4.1,2.668
4.2,2.668
4.2,2.672
4.4,2.676
4.4,2.68
4.5,2.684
4.5,2.684
4.5,2.688
4.5,2.692
4.6,2.696
4.6,2.701
4.6,2.705
4.6,2.709
4.8,2.709
4.8,2.713
4.9,2.717
5,2.721
5.1,2.725
5.1,2.729
5.1,2.733
5.2,2.737
5.2,2.742
5.1,2.746
5.3,2.75
5.3,2.754
5.4,2.754
5.4,2.758
5.5,2.762
5.5,2.766
5.5,2.77
5.6,2.774
5.6,2.778
5.7,2.782
5.8,2.787
5.8,2.791
5.8,2.795
5.8,2.799
5.8,2.803
5.9,2.807
5.9,2.807
6,2.815
6,2.819
6.1,2.819
6.1,2.823
6.1,2.832
6.2,2.836
6.2,2.836
6.3,2.84
6.4,2.844
6.4,2.848
6.5,2.852
6.4,2.856
6.5,2.86
6.6,2.864
6.7,2.868
6.8,2.872
6.8,2.877
6.8,2.881
6.9,2.885
6.9,2.889
6.9,2.893
6.9,2.897
7.1,2.901
7.1,2.905
7.1,2.913
7.2,2.917
7.3,2.922
7.4,2.926
7.5,2.93
7.6,2.934
7.5,2.938
7.5,2.942
7.5,2.946
7.5,2.95
7.5,2.954
7.7,2.958
7.6,2.962
7.7,2.971
7.7,2.975
7.8,2.979
7.8,2.983
7.9,2.987
8,2.991
8,2.995
8.1,2.999
8.1,3.003
8.1,3.007
8.2,3.012
8.1,3.016
8.2,3.02
8.2,3.024
8.3,3.028
8.3,3.032
8.3,3.04
8.4,3.044
8.5,3.048
8.5,3.052
8.6,3.057
8.7,3.061
8.7,3.065
8.8,3.069
8.8,3.077
8.8,3.077
8.9,3.081
8.9,3.085
9,3.089
9.1,3.097
9.1,3.097
9.2,3.106
9.3,3.11
9.4,3.114
9.4,3.118
9.5,3.122
9.5,3.126
9.6,3.13
9.6,3.13
9.7,3.134
9.8,3.138
9.9,3.142
10,3.147
10.1,3.151
10.2,3.155
10.3,3.155
10.4,3.159
10.5,3.163
10.6,3.167
10.7,3.171
10.7,3.175
10.9,3.175
10.9,3.179
11.1,3.183
11.2,3.188
11.4,3.192
11.5,3.196
11.6,3.2
11.8,3.204
11.8,3.204
11.9,3.212
12,3.212
12.1,3.216
12.2,3.22
12.3,3.224
12.4,3.228
12.6,3.233
12.7,3.237
12.8,3.241
12.9,3.245
12.9,3.249
13,3.253
13,3.257
13.1,3.261
13.2,3.261
13.3,3.265
13.5,3.269
13.6,3.273
13.8,3.278
13.8,3.282
14,3.286
14.1,3.29
14.2,3.294
14.4,3.298
14.5,3.302
14.5,3.306
14.7,3.31
14.8,3.31
14.9,3.314
15,3.318
15.2,3.323
15.3,3.327
15.4,3.331
15.5,3.335
15.6,3.335
15.8,3.339
15.8,3.343
15.9,3.347
16.1,3.351
16.2,3.355
16.3,3.355
16.4,3.359
16.5,3.363
16.6,3.368
16.8,3.372
17.1,3.372
17.2,3.376
17.3,3.38
17.4,3.384
17.6,3.388
17.8,3.388
17.9,3.392
18,3.396
18.2,3.4
18.3,3.404
18.5,3.408
18.6,3.408
18.8,3.413
18.9,3.417
19,3.421
19.1,3.421
19.2,3.425
19.3,3.429
19.5,3.433
19.6,3.437
19.7,3.437
19.8,3.441
20.1,3.445
20.2,3.449
20.3,3.453
20.5,3.458
20.6,3.458
20.7,3.462
20.9,3.466
21.1,3.47
21.2,3.47
21.3,3.474
21.5,3.478
21.7,3.482
21.9,3.482
22,3.486
22.2,3.49
22.4,3.494
22.4,3.494
22.6,3.498
22.7,3.503
22.9,3.507
23,3.507
23.1,3.511
23.2,3.515
23.4,3.519
23.4,3.519
23.6,3.523
23.7,3.523
23.8,3.527
24,3.531
24.2,3.535
24.4,3.535
24.4,3.539
24.6,3.543
24.8,3.543
24.8,3.548
25,3.552
25.2,3.552
25.3,3.556
25.4,3.56
25.5,3.56
25.7,3.564
25.8,3.568
25.9,3.568
26,3.572
26.2,3.572
26.3,3.576
26.4,3.58
26.5,3.58
26.6,3.584
26.6,3.584
26.7,3.589
26.8,3.593
27.1,3.593
27,3.597
27.3,3.597
27.4,3.601
27.4,3.605
27.6,3.605
27.7,3.609
27.8,3.609
27.8,3.613
28,3.613
28.2,3.617
28.4,3.621
28.4,3.621
28.5,3.625
28.7,3.625
28.8,3.629
28.9,3.629
29.1,3.634
29.2,3.634
29.3,3.638
29.3,3.638
29.5,3.642
29.5,3.646
29.6,3.646
29.7,3.65
29.9,3.65
30,3.654
30.2,3.654
30.3,3.658
30.5,3.658
30.5,3.662
30.6,3.662
30.7,3.666
31,3.67
31,3.67
31.1,3.674
31.2,3.674
31.3,3.679
31.4,3.679
31.6,3.683
31.7,3.683
31.8,3.687
31.9,3.687
32.1,3.691
32.3,3.695
32.4,3.695
32.5,3.699
32.6,3.699
32.7,3.703
32.8,3.703
32.9,3.707
33,3.707
33.1,3.711
33.3,3.715
33.4,3.715
33.5,3.715
33.7,3.719
33.8,3.719
33.9,3.724
34,3.728
34.2,3.728
34.3,3.732
34.4,3.732
34.5,3.736
34.6,3.736
34.7,3.74
34.9,3.74
35,3.744
35.1,3.744
35.2,3.748
35.4,3.752
35.5,3.752
35.6,3.752
35.8,3.756
35.9,3.76
36,3.76
36.2,3.764
36.2,3.764
36.4,3.769
36.4,3.769
36.7,3.773
36.7,3.773
36.9,3.777
37.1,3.777
37.2,3.781
37.2,3.781
37.4,3.785
37.6,3.785
37.7,3.789
37.8,3.789
38,3.793
38.1,3.793
38.1,3.797
38.4,3.797
38.4,3.801
38.6,3.801
38.7,3.801
38.7,3.805
38.8,3.809
39,3.809
39.1,3.814
39.1,3.814
39.4,3.814
39.6,3.818
39.6,3.818
39.9,3.822
40,3.822
40.1,3.826
40.2,3.826
40.4,3.83
40.4,3.83
40.5,3.834
40.7,3.834
40.7,3.834
40.8,3.838
41,3.838
41.1,3.842
41.1,3.842
41.3,3.846
41.4,3.846
41.6,3.85
41.8,3.85
42,3.854
42,3.854
42.1,3.854
42.2,3.859
42.2,3.859
42.5,3.863
42.6,3.863
42.8,3.863
43,3.867
43.1,3.867
43.1,3.871
43.3,3.871
43.4,3.875
43.5,3.875
43.6,3.875
43.8,3.879
43.9,3.879
43.9,3.883
44.1,3.883
44.2,3.883
44.4,3.887
44.6,3.887
44.7,3.891
44.8,3.891
44.9,3.895
45,3.895
45.1,3.895
45.2,3.899
45.4,3.899
45.4,3.904
45.6,3.904
45.7,3.908
46,3.908
46.1,3.908
46.2,3.912
46.4,3.912
46.4,3.916
46.7,3.916
46.7,3.916
46.8,3.92
46.9,3.92
47.1,3.924
47.2,3.924
47.4,3.928
47.7,3.928
47.7,3.928
47.9,3.932
48,3.932
48.1,3.932
48.1,3.936
48.3,3.936
48.4,3.94
48.5,3.94
48.6,3.944
48.8,3.944
48.8,3.944
48.9,3.949
49.2,3.949
49.2,3.953
49.4,3.953
49.6,3.953
49.7,3.957
49.8,3.957
50,3.957
50.1,3.961
50.3,3.961
50.5,3.965
50.5,3.965
50.6,3.965
50.7,3.969
50.8,3.969
50.9,3.969
51.1,3.973
51.3,3.973
51.3,3.977
51.5,3.977
51.7,3.977
51.8,3.981
51.9,3.981
52.1,3.981
52.1,3.985
52.2,3.985
52.3,3.985
52.4,3.99
52.5,3.99
52.7,3.99
52.8,3.994
53,3.994
53.2,3.994
53.3,3.998
53.3,3.998
53.5,3.998
53.5,4.002
53.7,4.002
53.8,4.002
53.9,4.006
54,4.006
54.1,4.01
54.4,4.01
54.4,4.01
54.5,4.014
54.7,4.014
54.7,4.014
54.8,4.014
55,4.018
55.2,4.018
55.2,4.022
55.3,4.022
55.5,4.022
55.6,4.022
55.7,4.026
55.8,4.026
55.9,4.026
56.1,4.03
56.2,4.03
56.3,4.03
56.5,4.035
56.6,4.035
56.7,4.035
56.8,4.039
56.9,4.039
57,4.039
57.2,4.043
57.3,4.043
57.3,4.047
57.5,4.047
57.6,4.047
57.8,4.047
57.9,4.051
58,4.051
58.2,4.051
58.3,4.055
58.4,4.055
58.5,4.055
58.6,4.059
58.7,4.059
58.8,4.059
58.9,4.063
59.1,4.063
59.1,4.063
59.3,4.063
59.3,4.067
59.4,4.067
59.5,4.067
59.6,4.071
59.8,4.071
59.9,4.071
60,4.075
60.1,4.075
60.2,4.075
60.4,4.08
60.5,4.08
60.7,4.08
60.7,4.08
60.8,4.084
60.9,4.084
60.9,4.084
61.1,4.088
61.3,4.088
61.4,4.088
61.5,4.092
61.6,4.092
61.7,4.092
61.8,4.092
61.9,4.096
62,4.096
62,4.096
62.3,4.1
62.3,4.1
62.5,4.1
62.6,4.1
62.8,4.104
62.9,4.104
62.9,4.104
63.1,4.108
63.1,4.108
63.2,4.108
63.4,4.108
63.4,4.112
63.5,4.112
63.6,4.112
63.8,4.112
63.9,4.116
63.9,4.116
64.1,4.116
64.1,4.12
64.2,4.12
64.4,4.12
64.5,4.12
64.7,4.125
64.8,4.125
64.9,4.125
65,4.129
65,4.129
65.2,4.129
65.1,4.129
65.3,4.129
65.3,4.133
65.4,4.133
65.6,4.133
65.7,4.137
65.8,4.137
66,4.137
66.2,4.137
66.2,4.141
66.3,4.141
66.5,4.141
66.5,4.141
66.7,4.145
66.7,4.145
66.8,4.145
66.9,4.145
67,4.149
67.1,4.149
67.2,4.149
67.3,4.149
67.5,4.153
67.5,4.153
67.6,4.153
67.8,4.153
67.8,4.157
68,4.157
68,4.157
68.1,4.157
68.2,4.161
68.3,4.161
68.4,4.161
68.4,4.161
68.7,4.161
68.7,4.165
68.8,4.165
68.9,4.165
69,4.165
69,4.17
69.1,4.17
69.2,4.17
69.2,4.17
69.4,4.174
69.6,4.174
69.6,4.174
69.8,4.174
69.8,4.178
69.8,4.178
69.9,4.178
70,4.178
70.1,4.178
70.2,4.182
70.3,4.182
70.4,4.182
70.5,4.182
70.6,4.186
70.7,4.186
70.7,4.186
70.8,4.186
70.9,4.19
71,4.19
71.1,4.19
71.3,4.19
71.3,4.194
71.5,4.194
71.7,4.194
71.6,4.194
71.7,4.194
71.8,4.198
71.8,4.198
72,4.198
72.2,4.198
72.4,4.198
72.4,4.202
72.5,4.202
72.6,4.202
72.7,4.202
72.7,4.202
72.9,4.206
72.9,4.206
73.1,4.206
73.2,4.206
73.2,4.21
73.3,4.21
73.3,4.21
73.4,4.21
73.4,4.21
73.6,4.21
73.6,4.215
73.7,4.215
73.9,4.215
74,4.215
74,4.215
74.2,4.219
74.3,4.219
74.3,4.219
74.4,4.219
74.5,4.219
74.5,4.223
74.5,4.223
74.6,4.223
74.7,4.223
74.8,4.223
74.9,4.227
75,4.227
75,4.227
75.1,4.227
75.3,4.227
75.2,4.227
75.3,4.227
75.5,4.231
75.6,4.231
75.6,4.231
75.7,4.231
75.9,4.231
76,4.235
76.2,4.235
76.2,4.235
76.2,4.235
76.3,4.235
76.3,4.239
76.4,4.239
76.5,4.239
76.5,4.239
76.6,4.239
76.7,4.239
76.9,4.243
76.9,4.243
77,4.243
77.1,4.243
77.1,4.243
77.2,4.243
77.3,4.247
77.3,4.247
77.4,4.247
77.4,4.247
77.4,4.247
77.5,4.247
77.6,4.251
77.7,4.251
77.8,4.251
77.9,4.251
77.9,4.251
78,4.251
78.2,4.255
78.3,4.255
78.3,4.255
78.4,4.255
78.5,4.255
78.6,4.255
78.6,4.26
78.7,4.26
78.8,4.26
78.9,4.26
79,4.26
79.1,4.26
79.2,4.26
79.1,4.264
79.2,4.264
79.2,4.264
79.3,4.264
79.4,4.264
79.5,4.264
79.6,4.268
79.7,4.268
79.8,4.268
79.9,4.268
79.9,4.268
80,4.268
80,4.272
80.1,4.272
80.1,4.272
80.2,4.272
80.3,4.272
80.3,4.272
80.4,4.276
80.4,4.276
80.5,4.276
80.6,4.276
80.7,4.276
80.8,4.276
80.8,4.276
80.9,4.28
81,4.28
81.1,4.28
81.2,4.28
81.2,4.28
81.2,4.28
81.3,4.284
81.4,4.284
81.4,4.284
81.5,4.284
81.5,4.284
81.6,4.284
81.6,4.284
81.7,4.288
81.7,4.288
81.8,4.288
81.9,4.288
82,4.288
82,4.288
82.1,4.292
82.2,4.292
82.2,4.292
82.2,4.292
82.3,4.292
82.4,4.292
82.5,4.292
82.6,4.292
82.6,4.296
82.7,4.296
82.7,4.296
82.8,4.296
82.9,4.296
83.1,4.296
83.2,4.296
83.3,4.3
83.4,4.3
83.4,4.3
83.4,4.3
83.4,4.3
83.5,4.3
83.5,4.3
83.5,4.305
83.6,4.305
83.7,4.305
83.7,4.305
83.9,4.305
83.9,4.305
84.1,4.309
84.1,4.309
84.1,4.309
84.2,4.309
84.2,4.309
84.2,4.309
84.3,4.309
84.3,4.309
84.4,4.313
84.4,4.313
84.5,4.313
84.6,4.313
84.6,4.313
84.7,4.313
84.8,4.313
84.9,4.317
84.9,4.317
85,4.317
85,4.317
85,4.317
85.2,4.317
85.2,4.321
85.2,4.321
85.3,4.321
85.4,4.321
85.4,4.321
85.5,4.321
85.5,4.321
85.5,4.325
85.7,4.325
85.8,4.325
85.8,4.325
85.9,4.325
85.9,4.325
85.9,4.325
86,4.325
86,4.325
86.1,4.329
86.2,4.329
86.3,4.329
86.3,4.329
86.3,4.329
86.5,4.329
86.5,4.329
86.6,4.333
86.8,4.333
86.8,4.333
86.8,4.333
86.8,4.333
86.8,4.333
86.8,4.333
86.9,4.333
87,4.337
87.1,4.337
87.2,4.337
87.2,4.337
87.2,4.337
87.3,4.337
87.3,4.337
87.4,4.337
87.4,4.341
87.6,4.341
87.6,4.341
87.6,4.341
87.7,4.341
87.8,4.341
87.7,4.341
87.8,4.341
87.9,4.345
87.9,4.345
88.1,4.345
88.2,4.345
88.2,4.345
88.2,4.345
88.3,4.345
88.3,4.35
88.3,4.35
88.4,4.35
88.5,4.35
88.5,4.35
88.5,4.35
88.6,4.35
88.6,4.35
88.6,4.354
88.7,4.354
88.7,4.354
88.8,4.354
88.9,4.354
88.9,4.354
89,4.354
89.1,4.354
89.1,4.358
89.1,4.358
89.2,4.358
89.3,4.358
89.4,4.358
89.5,4.358
89.5,4.358
89.5,4.358
89.5,4.358
89.6,4.358
89.6,4.362
89.6,4.362
89.7,4.362
89.8,4.362
89.8,4.362
89.9,4.362
89.9,4.362
89.9,4.362
90,4.366
90.1,4.366
90.1,4.366
90.2,4.366
90.3,4.366
90.3,4.366
90.4,4.366
90.5,4.366
90.4,4.37
90.4,4.37
90.5,4.37
90.5,4.37
90.5,4.37
90.7,4.37
90.7,4.37
90.7,4.37
90.8,4.37
90.9,4.374
90.9,4.374
91,4.374
91,4.374
91.1,4.374
91.2,4.374
91.3,4.374
91.3,4.374
91.3,4.374
91.4,4.378
91.4,4.378
91.4,4.378
91.6,4.378
91.6,4.378
91.7,4.378
91.7,4.378
91.7,4.378
91.8,4.382
91.8,4.382
91.8,4.382
91.9,4.382
92,4.382
92.1,4.382
92,4.382
92.2,4.382
92.2,4.386
92.2,4.386
92.3,4.386
92.4,4.386
92.5,4.386
92.5,4.386
92.4,4.386
92.5,4.386
92.5,4.39
92.6,4.39
92.6,4.39
92.7,4.39
92.8,4.39
92.7,4.39
92.8,4.39
92.8,4.39
93,4.39
93,4.39
93.1,4.395
93.1,4.395
93.1,4.395
93.1,4.395
93.1,4.395
93.1,4.395
93.2,4.395
93.2,4.395
93.3,4.395
93.3,4.399
93.4,4.399
93.5,4.399
93.5,4.399
93.7,4.399
93.7,4.399
93.7,4.399
93.7,4.399
93.8,4.399
93.8,4.403
93.8,4.403
93.9,4.403
93.9,4.403
94,4.403
94,4.403
94,4.403
94.1,4.403
94.1,4.403
94.1,4.407
94.2,4.407
94.3,4.407
94.3,4.407
94.3,4.407
94.3,4.407
94.4,4.407
94.4,4.407
94.6,4.407
94.6,4.407
94.6,4.411
94.6,4.411
94.6,4.411
94.7,4.411
94.7,4.411
94.9,4.411
94.9,4.411
95,4.411
95,4.411
95,4.415
95.1,4.415
95.1,4.415
95.2,4.415
95.3,4.415
95.3,4.415
95.4,4.415
95.4,4.415
95.4,4.415
95.4,4.419
95.4,4.419
95.5,4.419
95.4,4.419
95.5,4.419
95.5,4.419
95.6,4.419
95.7,4.419
95.7,4.419
95.8,4.419
95.8,4.423
95.8,4.423
95.9,4.423
95.9,4.423
96,4.423
96,4.423
96.1,4.423
96.1,4.423
96.1,4.423
96.2,4.423
96.2,4.423
96.3,4.427
96.3,4.427
96.3,4.427
96.4,4.427
96.5,4.427
96.5,4.427
96.6,4.427
96.6,4.427
96.7,4.427
96.7,4.431
96.7,4.431
96.7,4.431
96.7,4.431
96.8,4.431
96.7,4.431
96.8,4.431
96.8,4.431
96.9,4.431
97,4.436
97,4.436
97.1,4.436
97.1,4.436
97.1,4.436
97.2,4.436
97.2,4.436
97.2,4.436
97.3,4.436
97.4,4.44
97.4,4.44
97.5,4.44
97.6,4.44
97.6,4.44
97.6,4.44
97.6,4.44
97.6,4.44
97.7,4.44
97.7,4.44
97.8,4.44
97.8,4.44
97.8,4.444
97.9,4.444
97.9,4.444
98.1,4.444
98.2,4.444
98.2,4.444
98.3,4.444
98.3,4.444
98.3,4.444
98.3,4.448
98.3,4.448
98.3,4.448
98.3,4.448
98.4,4.448
98.4,4.448
98.4,4.448
98.5,4.448
98.6,4.448
98.6,4.448
98.6,4.448
98.7,4.448
98.7,4.452
98.7,4.452
98.9,4.452
98.9,4.452
98.9,4.452
98.9,4.452
98.9,4.452
99,4.452
99,4.452
99.1,4.456
99.1,4.456
99.2,4.456
99.2,4.456
99.2,4.456
99.3,4.456
99.2,4.456
99.3,4.456
99.3,4.456
99.4,4.456
99.4,4.456
99.5,4.46
99.6,4.46
99.6,4.46
99.7,4.46
99.8,4.46
99.8,4.46
99.9,4.46
99.9,4.46
99.9,4.46
100,4.46
100,4.46
100,4.464
100,4.464
100,4.464
100,4.464
100,4.464
100.1,4.464
100.1,4.464
100.2,4.464
100.3,4.464
100.3,4.464
100.4,4.464
100.4,4.468
100.4,4.468
100.5,4.468
100.5,4.468
100.5,4.468
100.6,4.468
100.6,4.468
100.7,4.468
100.7,4.468
100.7,4.468
100.7,4.468
100.7,4.472
100.7,4.472
100.7,4.472
100.8,4.472
100.9,4.472
100.9,4.472
101,4.472
101.1,4.472
101.2,4.472
101.2,4.472
101.3,4.472
101.3,4.472
101.2,4.476
101.2,4.476
101.2,4.476
101.3,4.476
101.3,4.476
101.4,4.476
101.5,4.476
101.5,4.476
101.5,4.476
101.5,4.476
101.6,4.476
101.6,4.481
101.6,4.481
101.6,4.481
101.7,4.481
101.8,4.481
101.8,4.481
101.9,4.481
102,4.481
102,4.481
102,4.481
102,4.481
101.9,4.485
102,4.485
102,4.485
102.1,4.485
102.2,4.485
102.2,4.485
102.3,4.485
102.2,4.485
102.3,4.485
102.3,4.485
102.3,4.485
102.4,4.489
102.4,4.489
102.5,4.489
102.4,4.489
102.5,4.489
102.5,4.489
102.5,4.489
102.6,4.489
102.6,4.489
102.7,4.489
102.8,4.489
102.8,4.489
102.9,4.489
102.9,4.493
103,4.493
103,4.493
103,4.493
103.1,4.493
103.1,4.493
103.2,4.493
103.2,4.493
103.2,4.493
103.2,4.493
103.2,4.493
103.2,4.493
103.2,4.493
103.3,4.497
103.4,4.497
103.4,4.497
103.5,4.497
103.5,4.497
103.6,4.497
103.6,4.497
103.6,4.497
103.6,4.497
103.6,4.497
103.7,4.497
103.7,4.501
103.8,4.501
103.8,4.501
103.8,4.501
103.9,4.501
103.9,4.501
103.9,4.501
103.9,4.501
103.9,4.501
103.9,4.501
104,4.501
104.1,4.501
104.2,4.505
104.2,4.505
104.3,4.505
104.3,4.505
104.3,4.505
104.3,4.505
104.4,4.505
104.4,4.505
104.3,4.505
104.4,4.505
104.4,4.505
104.4,4.505
104.5,4.505
104.6,4.505
104.7,4.509
104.8,4.509
104.8,4.509
104.9,4.509
104.9,4.509
105,4.509
105,4.509
105,4.509
105,4.509
104.9,4.509
105,4.509
104.9,4.509
104.9,4.513
104.9,4.513
105.1,4.513
105.1,4.513
105.2,4.513
105.2,4.513
105.2,4.513
105.3,4.513
105.4,4.513
105.4,4.513
105.4,4.513
105.4,4.513
105.4,4.517
105.4,4.517
105.5,4.517
105.5,4.517
105.5,4.517
105.6,4.517
105.6,4.517
105.6,4.517
105.7,4.517
105.7,4.517
105.8,4.517
105.8,4.521
105.8,4.521
105.9,4.521
105.9,4.521
105.9,4.521
106,4.521
106,4.521
106.1,4.521
106.2,4.521
106.2,4.521
106.3,4.521
106.2,4.521
106.3,4.526
106.2,4.526
106.3,4.526
106.3,4.526
106.4,4.526
106.5,4.526
106.5,4.526
106.5,4.526
106.5,4.526
106.6,4.526
106.6,4.526
106.6,4.526
106.6,4.53
106.6,4.53
106.7,4.53
106.8,4.53
106.7,4.53
106.8,4.53
106.9,4.53
106.8,4.53
106.9,4.53
107,4.53
107,4.53
107.1,4.53
107.1,4.53
107.1,4.534
107.1,4.534
107.2,4.534
107.2,4.534
107.2,4.534
107.3,4.534
107.3,4.534
107.3,4.534
107.3,4.534
107.4,4.534
107.4,4.534
107.4,4.534
107.5,4.534
107.4,4.538
107.5,4.538
107.5,4.538
107.6,4.538
107.7,4.538
107.8,4.538
107.9,4.538
107.9,4.538
107.9,4.538
107.9,4.538
108,4.538
108,4.538
108,4.538
108,4.538
108.1,4.542
108.1,4.542
108.1,4.542
108.1,4.542
108.1,4.542
108.2,4.542
108.2,4.542
108.3,4.542
108.3,4.542
108.3,4.542
108.4,4.542
108.4,4.546
108.4,4.546
108.4,4.546
108.5,4.546
108.4,4.546
108.5,4.546
108.5,4.546
108.5,4.546
108.6,4.546
108.7,4.546
108.8,4.546
108.8,4.546
108.8,4.546
108.9,4.55
108.8,4.55
108.9,4.55
109,4.55
108.9,4.55
108.9,4.55
109,4.55
109,4.55
109.1,4.55
109.2,4.55
109.2,4.55
109.2,4.55
109.3,4.55
109.3,4.554
109.3,4.554
109.3,4.554
109.4,4.554
109.4,4.554
109.5,4.554
109.5,4.554
109.5,4.554
109.6,4.554
109.6,4.554
109.5,4.554
109.6,4.554
109.6,4.554
109.5,4.554
109.7,4.558
109.7,4.558
109.8,4.558
109.8,4.558
109.8,4.558
109.9,4.558
110,4.558
110,4.558
110.1,4.558
110.1,4.558
110.1,4.558
110.1,4.562
110.3,4.562
110.2,4.562
110.3,4.562
110.3,4.562
110.2,4.562
110.3,4.562
110.2,4.562
110.3,4.562
110.3,4.562
110.3,4.562
110.4,4.562
110.5,4.562
110.5,4.566
110.5,4.566
110.6,4.566
110.6,4.566
110.6,4.566
110.7,4.566
110.8,4.566
110.8,4.566
110.8,4.566
110.8,4.566
110.9,4.566
110.9,4.566
111,4.566
111,4.571
111,4.571
111,4.571
111,4.571
111,4.571
111.1,4.571
111.1,4.571
111.2,4.571
111.2,4.571
111.2,4.571
111.2,4.571
111.2,4.571
111.3,4.571
111.4,4.571
111.4,4.571
111.5,4.575
111.5,4.575
111.5,4.575
111.5,4.575
111.6,4.575
111.6,4.575
111.7,4.575
111.7,4.575
111.7,4.575
111.7,4.575
111.7,4.575
111.7,4.575
111.8,4.575
111.7,4.579
111.8,4.579
111.9,4.579
111.9,4.579
112,4.579
112,4.579
112.2,4.579
112.1,4.579
112.2,4.579
112.2,4.579
112.2,4.579
112.3,4.579
112.2,4.579
112.3,4.579
112.3,4.583
112.3,4.583
112.4,4.583
112.4,4.583
112.5,4.583
112.5,4.583
112.5,4.583
112.5,4.583
112.4,4.583
112.5,4.583
112.5,4.583
112.6,4.587
112.6,4.587
112.7,4.587
112.8,4.587
112.8,4.587
112.9,4.587
112.8,4.587
112.8,4.587
112.9,4.587
112.9,4.587
112.9,4.587
113,4.587
113,4.587
113.1,4.587
113.1,4.587
113.1,4.591
113.1,4.591
113.1,4.591
113.1,4.591
113.2,4.591
113.3,4.591
113.3,4.591
113.3,4.591
113.4,4.591
113.5,4.591
113.5,4.591
113.5,4.591
113.5,4.591
113.5,4.595
113.6,4.595
113.6,4.595
113.6,4.595
113.6,4.595
113.6,4.595
113.6,4.595
113.7,4.595
113.8,4.595
113.9,4.595
114,4.595
113.9,4.595
113.9,4.595
113.9,4.599
113.9,4.599
114,4.599
114.1,4.599
114.1,4.599
114.2,4.599
114.2,4.599
114.2,4.599
114.2,4.599
114.3,4.599
114.3,4.599
114.4,4.599
114.3,4.603
114.3,4.603
114.4,4.603
114.5,4.603
114.5,4.603
114.5,4.603
114.6,4.603
114.6,4.603
114.6,4.603
114.8,4.603
114.7,4.603
114.8,4.603
114.8,4.603
114.8,4.603
114.9,4.603
114.9,4.607
114.9,4.607
114.9,4.607
114.9,4.607
115,4.607
115,4.607
115.1,4.607
115.2,4.607
115.1,4.607
115.2,4.607
115.3,4.607
115.3,4.607
115.3,4.607
115.4,4.611
115.4,4.611
115.4,4.611
115.4,4.611
115.4,4.611
115.4,4.611
115.5,4.611
115.5,4.611
115.6,4.611
115.5,4.611
115.6,4.611
115.6,4.611
115.6,4.611
115.7,4.611
115.7,4.611
115.7,4.616
115.8,4.616
115.8,4.616
115.8,4.616
115.8,4.616
115.9,4.616
115.9,4.616
116.1,4.616
116.1,4.616
116.1,4.616
116.1,4.616
116.1,4.616
116.1,4.616
116.1,4.62
116.2,4.62
116.3,4.62
116.3,4.62
