strain,load
9.747,48.5
9.747,48.6
9.747,48.6
9.747,48.7
9.751,48.7
9.751,48.7
9.751,48.8
9.751,48.7
9.751,48.9
9.755,48.9
9.755,49
9.755,49
9.755,49
9.755,49.2
9.759,49.3
9.759,49.3
9.759,49.4
9.759,49.4
9.763,49.4
9.763,49.5
9.763,49.5
9.763,49.6
9.763,49.6
9.767,49.8
9.767,49.8
9.767,49.9
9.767,49.9
9.771,49.9
9.771,50
9.771,50
9.771,50.1
9.771,50.1
9.775,50.2
9.775,50.3
9.775,50.3
9.775,50.4
9.779,50.4
9.779,50.5
9.779,50.5
9.779,50.5
9.779,50.6
9.783,50.6
9.783,50.6
9.783,50.7
9.783,50.7
9.788,50.8
9.788,50.9
9.788,51
9.788,51.1
9.788,51.2
9.788,51.2
9.792,51.2
9.792,51.4
9.792,51.4
9.792,51.4
9.792,51.5
9.796,51.5
9.796,51.5
9.796,51.6
9.796,51.6
9.8,51.8
9.8,51.8
9.8,51.9
9.8,51.9
9.8,52
9.804,52
9.804,52
9.804,52.1
9.804,52.1
9.804,52.2
9.804,52.3
9.808,52.3
9.808,52.3
9.808,52.4
9.808,52.5
9.808,52.5
9.812,52.6
9.812,52.7
9.812,52.7
9.812,52.7
9.812,52.8
9.816,52.8
9.816,52.8
9.816,52.9
9.816,52.9
9.82,52.9
9.82,53
9.82,53
9.82,53.1
9.82,53.2
9.82,53.3
9.824,53.4
9.824,53.5
9.824,53.4
9.824,53.5
9.824,53.6
9.828,53.6
9.828,53.7
9.828,53.7
9.828,53.8
9.828,53.8
9.833,53.9
9.833,54.1
9.833,54.1
9.833,54.1
9.833,54.1
9.837,54.2
9.837,54.2
9.837,54.2
9.837,54.3
9.837,54.3
9.837,54.4
9.841,54.6
9.841,54.6
9.841,54.6
9.841,54.6
9.841,54.7
9.845,54.8
9.845,54.9
9.845,54.9
9.845,55
9.845,55
9.845,55
9.849,55
9.849,55.1
9.849,55.2
9.849,55.2
9.849,55.3
9.849,55.4
9.853,55.5
9.853,55.5
9.853,55.6
9.853,55.6
9.853,55.6
9.853,55.6
9.857,55.7
9.857,55.8
9.857,55.8
9.857,56
9.857,55.9
9.857,55.9
9.861,55.9
9.861,55.9
9.861,56
9.861,56
9.861,56.1
9.865,56.2
9.865,56.3
9.865,56.4
9.865,56.5
9.865,56.5
9.865,56.6
9.869,56.6
9.869,56.6
9.869,56.5
9.869,56.6
9.869,56.7
9.869,56.8
9.874,56.9
9.874,56.9
9.874,57
9.874,57
9.874,57.1
9.878,57.1
9.878,57.1
9.878,57.2
9.878,57.1
9.878,57.3
9.878,57.3
9.878,57.3
9.882,57.5
9.882,57.5
9.882,57.5
9.882,57.5
9.882,57.5
9.886,57.6
9.886,57.6
9.886,57.7
9.886,57.7
9.886,57.8
9.886,57.9
9.886,57.9
9.89,58
9.89,58
9.89,58
9.89,58.1
9.89,58.2
9.89,58.2
9.894,58.3
9.894,58.3
9.894,58.4
9.894,58.4
9.894,58.5
9.894,58.5
9.898,58.5
9.898,58.6
9.898,58.6
9.898,58.6
9.898,58.7
9.902,58.7
9.902,58.8
9.902,58.8
9.902,58.8
9.902,58.8
9.902,58.8
9.902,59
9.902,59
9.906,59.1
9.906,59.1
9.906,59.1
9.906,59.2
9.906,59.2
9.91,59.3
9.91,59.4
9.91,59.4
9.91,59.4
9.91,59.4
9.91,59.4
9.914,59.4
9.914,59.4
9.914,59.5
9.914,59.6
9.914,59.6
9.919,59.6
9.919,59.7
9.919,59.7
9.919,59.7
9.919,59.7
9.919,59.7
9.919,59.6
9.923,59.7
9.923,59.8
9.923,59.8
9.923,59.9
9.923,59.9
9.923,59.9
9.927,59.9
9.927,59.8
9.927,59.9
9.927,59.9
9.927,59.9
9.927,60
9.931,60
9.931,60
9.931,59.9
9.931,59.8
9.931,59.9
9.931,59.9
9.935,59.8
9.935,59.8
9.935,59.8
9.935,59.8
9.935,59.7
9.935,59.7
9.935,59.7
9.939,59.7
9.939,59.7
9.939,59.7
9.939,59.7
9.939,59.7
9.943,59.6
9.943,59.6
9.943,59.5
9.943,59.4
9.943,59.4
9.943,59.5
9.947,59.5
9.947,59.5
9.947,59.5
9.947,59.5
9.947,59.5
9.947,59.5
9.951,59.5
9.951,59.6
9.951,59.5
9.951,59.6
9.951,59.5
9.951,59.5
9.955,59.5
9.955,59.5
9.955,59.6
9.955,59.6
9.955,59.7
9.955,59.7
9.959,59.7
9.959,59.7
9.959,59.8
9.959,59.8
9.959,59.8
9.959,59.9
9.964,59.9
9.964,60
9.964,59.9
9.964,60
9.964,60
9.968,60.1
9.968,60.1
9.968,60.1
9.968,60.1
9.968,60.1
9.968,60.1
9.972,60.2
9.972,60.3
9.972,60.3
9.972,60.3
9.972,60.4
9.972,60.4
9.976,60.4
9.976,60.5
9.976,60.5
9.976,60.6
9.976,60.5
9.976,60.5
9.98,60.6
9.98,60.6
9.98,60.8
9.98,60.8
9.98,60.8
9.98,60.8
9.984,60.9
9.984,60.9
9.984,60.9
9.984,61
9.984,61.1
9.984,61.1
9.988,61.2
9.988,61.2
9.988,61.3
9.988,61.3
9.988,61.4
9.988,61.5
9.992,61.5
9.992,61.6
9.992,61.6
9.992,61.6
9.992,61.6
9.992,61.6
9.996,61.7
9.996,61.7
9.996,61.8
9.996,61.8
9.996,61.9
10,61.9
10,61.9
10,62
10,62
10,62.1
10,62.1
10,62.1
10.004,62.2
10.004,62.3
10.004,62.3
10.004,62.4
10.004,62.5
10.004,62.5
10.009,62.5
10.009,62.5
10.009,62.5
10.009,62.6
10.009,62.6
10.009,62.7
10.013,62.8
10.013,62.8
10.013,62.9
10.013,63
10.013,63
10.017,63.1
10.017,63
10.017,63.1
10.017,63.1
10.017,63.1
10.017,63.2
10.017,63.1
10.017,63.2
10.021,63.2
10.021,63.3
10.021,63.3
10.021,63.4
10.021,63.4
10.021,63.4
10.025,63.5
10.025,63.5
10.025,63.6
10.025,63.7
10.025,63.8
10.025,63.9
10.029,63.9
10.029,63.9
10.029,64
10.029,64
10.029,64
10.029,64
10.033,64
10.033,64.1
10.033,64.2
10.033,64.3
10.033,64.3
10.033,64.3
10.033,64.4
10.037,64.4
10.037,64.5
10.037,64.5
10.037,64.5
10.037,64.6
10.037,64.6
10.037,64.6
10.041,64.7
10.041,64.8
10.041,64.8
10.041,64.9
10.041,64.9
10.041,65
10.045,65
10.045,65.2
10.045,65.2
10.045,65.3
10.045,65.3
10.045,65.3
10.049,65.3
10.049,65.3
10.049,65.4
10.049,65.3
10.049,65.4
10.049,65.5
10.049,65.5
10.049,65.6
10.054,65.6
10.054,65.6
10.054,65.7
10.054,65.8
10.054,65.8
10.054,65.8
10.058,65.9
10.058,66
10.058,66
10.058,66.1
10.058,66.2
10.058,66.2
10.058,66.3
10.062,66.2
10.062,66.4
10.062,66.3
10.062,66.3
10.062,66.3
10.062,66.3
10.062,66.4
10.066,66.4
10.066,66.6
10.066,66.6
10.066,66.7
10.066,66.7
10.066,66.7
10.07,66.8
10.07,66.8
10.07,66.8
10.07,66.9
10.07,66.9
10.07,67
10.07,67
10.074,67.1
10.074,67.1
10.074,67.1
10.074,67.2
10.074,67.2
10.074,67.3
10.074,67.3
10.078,67.3
10.078,67.4
10.078,67.4
10.078,67.4
10.078,67.5
10.078,67.5
10.078,67.6
10.082,67.6
10.082,67.6
10.082,67.6
10.082,67.7
10.082,67.8
10.082,67.8
10.082,67.9
10.082,67.8
10.086,67.9
10.086,67.9
10.086,68
10.086,68.1
10.086,68.1
10.086,68.1
10.086,68.1
10.09,68.1
10.09,68.2
10.09,68.2
10.09,68.2
10.09,68.2
10.09,68.4
10.09,68.4
10.094,68.4
10.094,68.5
10.094,68.4
10.094,68.4
10.094,68.5
10.094,68.5
10.099,68.6
10.099,68.6
10.099,68.7
10.099,68.6
10.099,68.6
10.099,68.7
10.099,68.6
10.099,68.6
10.103,68.7
10.103,68.8
10.103,68.9
10.103,68.9
10.103,68.9
10.103,68.9
10.107,68.9
10.107,68.9
10.107,68.9
10.107,68.9
10.107,69
10.107,68.9
10.107,69
10.111,69
10.111,69
10.111,69
10.111,69.1
10.111,69
10.111,69
10.115,69
10.115,68.9
10.115,68.9
10.115,68.9
10.115,68.8
10.115,68.7
10.115,68.6
10.115,68.4
10.119,68.3
10.119,68.2
10.119,68.2
10.119,68.1
10.119,68.1
10.123,67.9
10.123,67.8
10.123,67.8
10.123,67.6
10.123,67.6
10.123,67.5
10.127,67.4
10.127,67.4
10.127,67.4
10.127,67.4
10.127,67.2
10.127,67.2
10.131,67.2
10.131,67.1
10.131,67.2
10.131,67.1
10.131,67.1
10.131,67
10.131,67
10.135,67
10.135,67
10.135,67.1
10.135,67.1
10.135,67.1
10.139,67.1
10.139,67
10.139,67.1
10.139,67.1
10.139,67.1
10.139,67.1
10.139,67.1
10.144,67
10.144,67
10.144,67
10.144,67
10.144,67
10.148,67.1
10.148,67.1
10.148,67.2
10.148,67.2
10.148,67.2
10.148,67.2
10.148,67.2
10.152,67.2
10.152,67.2
10.152,67.3
10.152,67.3
10.152,67.4
10.156,67.4
10.156,67.4
10.156,67.4
10.156,67.5
10.156,67.5
10.156,67.5
10.16,67.5
10.16,67.5
10.16,67.6
10.16,67.5
10.16,67.6
10.16,67.7
10.164,67.7
10.164,67.8
10.164,67.8
10.164,67.8
10.164,67.9
10.164,67.9
10.164,68
10.164,68
10.168,68
10.168,68
10.168,68.1
10.168,68
10.168,68
10.168,68
10.172,68
10.172,68
10.172,68.2
10.172,68.3
10.172,68.4
10.172,68.4
10.172,68.5
10.176,68.5
10.176,68.6
10.176,68.6
10.176,68.8
10.176,68.8
10.18,68.9
10.18,68.9
10.18,68.9
10.18,68.9
10.18,69
10.18,68.9
10.18,69
10.184,69
10.184,69
10.184,69.1
10.184,69.1
10.184,69.2
10.184,69.2
10.184,69.2
10.189,69.4
10.189,69.4
10.189,69.4
10.189,69.5
10.189,69.5
10.193,69.6
10.193,69.7
10.193,69.7
10.193,69.7
10.193,69.8
10.193,69.8
10.193,69.7
10.197,69.9
10.197,69.9
10.197,70
10.197,70
10.197,70.1
10.197,70.1
10.197,70.1
10.201,70.2
10.201,70.2
10.201,70.3
10.201,70.4
10.201,70.4
10.201,70.4
10.201,70.5
10.205,70.5
10.205,70.6
10.205,70.6
10.205,70.7
10.205,70.7
10.205,70.8
10.205,70.8
10.209,70.8
10.209,70.9
10.209,70.9
10.209,71
10.209,71.1
10.209,71
10.209,71.1
10.213,71.1
10.213,71.2
10.213,71.2
10.213,71.2
10.213,71.3
10.213,71.2
10.213,71.3
10.217,71.3
10.217,71.5
10.217,71.5
10.217,71.6
10.217,71.7
10.217,71.6
10.217,71.6
10.221,71.7
10.221,71.7
10.221,71.7
10.221,71.8
10.221,71.9
10.221,72
10.221,72
10.225,72
10.225,72.1
10.225,72
10.225,72
10.225,72
10.225,72.1
10.229,72.2
10.229,72.3
10.229,72.4
10.229,72.4
10.229,72.5
10.229,72.5
10.229,72.6
10.229,72.6
10.234,72.6
10.234,72.7
10.234,72.7
10.234,72.7
10.234,72.8
10.234,72.9
10.234,72.9
10.238,72.9
10.238,72.9
10.238,73
10.238,72.9
10.238,73
10.238,73.1
10.238,73.1
10.242,73.1
10.242,73.2
10.242,73.2
10.242,73.2
10.242,73.3
10.242,73.3
10.242,73.4
10.246,73.4
10.246,73.5
10.246,73.5
10.246,73.5
10.246,73.6
10.246,73.7
10.246,73.7
10.25,73.8
10.25,73.8
10.25,73.9
10.25,73.9
10.25,73.9
10.25,74
10.25,74.1
10.25,74.1
10.254,74.1
10.254,74.1
10.254,74.2
10.254,74.1
10.254,74.2
10.254,74.2
10.254,74.3
10.258,74.4
10.258,74.4
10.258,74.5
10.258,74.5
10.258,74.5
10.258,74.5
10.258,74.5
10.262,74.6
10.262,74.7
10.262,74.7
10.262,74.8
10.262,74.8
10.262,74.9
10.262,74.8
10.266,75
10.266,74.9
10.266,75
10.266,75.1
10.266,75.1
10.266,75.2
10.266,75.1
10.27,75.2
10.27,75.2
10.27,75.2
10.27,75.4
10.27,75.4
10.27,75.5
10.27,75.5
10.27,75.5
10.275,75.5
10.275,75.4
10.275,75.5
10.275,75.6
10.275,75.7
10.275,75.8
10.275,75.7
10.275,75.8
10.279,75.8
10.279,75.8
10.279,75.9
10.279,76
10.279,76.1
10.279,76.1
10.279,76.1
10.279,76.1
10.283,76.1
10.283,76.3
10.283,76.2
10.283,76.2
10.283,76.3
10.283,76.3
10.283,76.4
10.283,76.4
10.287,76.5
10.287,76.5
10.287,76.5
10.287,76.6
10.287,76.6
10.287,76.7
10.287,76.7
10.291,76.7
10.291,76.8
10.291,76.8
10.291,76.7
10.291,76.8
10.291,76.8
10.291,76.8
10.291,76.8
10.295,76.9
10.295,76.9
10.295,77
10.295,77
10.295,77
10.295,77.2
10.295,77.2
10.295,77.3
10.299,77.2
10.299,77.2
10.299,77.3
10.299,77.3
10.299,77.4
10.299,77.5
10.299,77.4
10.303,77.5
10.303,77.5
10.303,77.5
10.303,77.6
10.303,77.7
10.303,77.7
10.303,77.7
10.303,77.8
10.307,77.8
10.307,77.8
10.307,77.8
10.307,77.9
10.307,77.9
10.307,78
10.307,78
10.307,78.1
10.311,78.1
10.311,78.2
10.311,78.2
10.311,78.3
10.311,78.3
10.311,78.4
10.311,78.4
10.311,78.4
10.315,78.5
10.315,78.4
10.315,78.5
10.315,78.5
10.315,78.5
10.315,78.6
10.315,78.5
10.315,78.6
10.315,78.6
10.32,78.6
10.32,78.6
10.32,78.7
10.32,78.8
10.32,78.8
10.32,78.8
10.32,78.9
10.324,78.9
10.324,78.9
10.324,79
10.324,79
10.324,79.1
10.324,79
10.324,79
10.324,79.1
10.328,79.1
10.328,79.2
10.328,79.2
10.328,79.2
10.328,79.2
10.328,79.3
10.328,79.3
10.328,79.3
10.328,79.4
10.332,79.4
10.332,79.5
10.332,79.5
10.332,79.6
10.332,79.7
10.332,79.7
10.332,79.8
10.332,79.8
10.336,79.8
10.336,80
10.336,79.9
10.336,79.9
10.336,80
10.336,80
10.336,80
10.336,80
10.34,80
10.34,80
10.34,80.1
10.34,80.1
10.34,80.2
10.34,80.3
10.34,80.3
10.34,80.3
10.34,80.4
10.344,80.4
10.344,80.4
10.344,80.4
10.344,80.4
10.344,80.5
10.344,80.5
10.344,80.6
10.344,80.6
10.344,80.7
10.348,80.7
10.348,80.7
10.348,80.8
10.348,80.8
10.348,80.9
10.348,80.9
10.348,81
10.348,81.1
10.348,81.1
10.352,81
10.352,81.1
10.352,81
10.352,81.1
10.352,81.1
10.352,81.2
10.352,81.3
10.352,81.4
10.356,81.4
10.356,81.4
10.356,81.3
10.356,81.2
10.356,81.3
10.356,81.3
10.356,81.4
10.356,81.5
10.356,81.6
10.36,81.6
10.36,81.6
10.36,81.6
10.36,81.7
10.36,81.8
10.36,81.8
10.36,81.8
10.36,81.8
10.36,81.8
10.365,81.8
10.365,81.9
10.365,81.9
10.365,82
10.365,82
10.365,82
10.365,82.1
10.365,82.2
10.369,82.1
10.369,82.2
10.369,82.3
10.369,82.3
10.369,82.4
10.369,82.4
10.369,82.4
10.369,82.4
10.369,82.4
10.369,82.4
10.373,82.4
10.373,82.5
10.373,82.5
10.373,82.5
10.373,82.6
10.373,82.6
10.373,82.6
10.373,82.6
10.373,82.7
10.377,82.6
10.377,82.7
10.377,82.7
10.377,82.7
10.377,82.8
10.377,82.9
10.377,83
10.377,83
10.377,83
10.381,83
10.381,83
10.381,83.1
10.381,83.1
10.381,83.2
10.381,83.1
10.381,83.1
10.381,83.2
10.385,83.1
10.385,83.2
10.385,83.3
10.385,83.3
10.385,83.3
10.385,83.3
10.385,83.4
10.385,83.5
10.385,83.5
10.389,83.6
10.389,83.6
10.389,83.5
10.389,83.6
10.389,83.5
10.389,83.6
10.389,83.6
10.389,83.7
10.389,83.7
10.393,83.7
10.393,83.7
10.393,83.7
10.393,83.8
10.393,83.8
10.393,83.8
10.393,83.8
10.393,83.7
10.393,83.8
10.393,83.8
10.397,83.9
10.397,83.9
10.397,84
10.397,83.9
10.397,83.9
10.397,83.8
10.397,83.9
10.397,83.9
10.401,84
10.401,84.1
10.401,84.1
10.401,84.1
10.401,84.1
10.401,84.1
10.401,84
10.401,84.1
10.405,84
10.405,84
10.405,84.1
10.405,84.1
10.405,84.2
10.405,84.2
10.405,84.1
10.405,84.1
10.405,84.2
10.41,84.2
10.41,84.2
10.41,84.2
10.41,84.2
10.41,84.2
10.41,84.2
10.41,84.2
10.41,84.2
10.41,84.2
10.414,84.2
10.414,84.3
10.414,84.3
10.414,84.4
10.414,84.4
10.414,84.5
10.414,84.5
10.414,84.4
10.418,84.5
10.418,84.5
10.418,84.6
10.418,84.5
10.418,84.5
10.418,84.6
10.418,84.6
10.418,84.6
10.422,84.7
10.422,84.7
10.422,84.7
10.422,84.8
10.422,84.8
10.422,84.8
10.422,84.8
10.422,84.8
10.426,84.9
10.426,85
10.426,85
10.426,85
10.426,85
10.426,85
10.426,85.1
10.426,85
10.426,85.1
10.426,85.1
10.426,85.1
10.43,85.1
10.43,85.2
10.43,85.2
10.43,85.2
10.43,85.3
10.43,85.3
10.43,85.2
10.43,85.3
10.434,85.2
10.434,85.3
10.434,85.3
10.434,85.3
10.434,85.4
10.434,85.4
10.434,85.4
10.434,85.5
10.434,85.4
10.438,85.5
10.438,85.4
10.438,85.5
10.438,85.5
10.438,85.5
10.438,85.6
10.438,85.6
10.438,85.7
10.438,85.7
10.442,85.7
10.442,85.7
10.442,85.7
10.442,85.7
10.442,85.7
10.442,85.7
10.442,85.7
10.442,85.8
10.442,85.9
10.446,85.9
10.446,85.9
10.446,85.9
10.446,85.9
10.446,86
10.446,86
10.446,86
10.446,86
10.446,86
10.45,86.1
10.45,86.1
10.45,86.1
10.45,86.1
10.45,86
10.45,86.1
10.45,86.1
10.45,86.1
10.455,86.1
10.455,86.1
10.455,86.2
10.455,86.2
10.455,86.2
10.455,86.2
10.455,86.3
10.455,86.3
10.455,86.1
10.459,86.2
10.459,86.2
10.459,86.2
10.459,86.3
10.459,86.3
10.459,86.3
10.459,86.3
10.459,86.3
10.459,86.2
10.459,86.3
10.463,86.3
10.463,86.3
10.463,86.3
10.463,86.3
10.463,86.3
10.463,86.3
10.463,86.4
10.463,86.4
10.467,86.4
10.467,86.4
10.467,86.4
10.467,86.2
10.467,86.2
10.467,86.2
10.467,86.2
10.467,86.2
10.471,86.1
10.471,86
10.471,86
10.471,85.9
10.471,86
10.471,85.9
10.471,86
10.471,85.9
10.475,85.9
10.475,85.8
10.475,85.7
10.475,85.8
10.475,85.7
10.475,85.7
10.475,85.6
10.475,85.6
10.475,85.5
10.479,85.4
10.479,85.4
10.479,85.4
10.479,85.3
10.479,85.2
10.479,85.2
10.479,85.1
10.479,85
10.479,84.8
10.545,84.6
10.463,60.6
10.279,52
10.115,27.9
10.36,11.4
10.303,1.2
10.115,2.5
10.275,2.5
10.311,2.8
10.189,2.8
10.148,2.7
10.27,2.7
