load,strain
1.2,0.105332821791675
1.2,0.105409553040476
1.3,0.105563015538078
1.4,0.105658929599079
1.3,0.10573566084788
1.3,0.10573566084788
1.3,0.105812392096681
1.3,0.105965854594284
1.3,0.106042585843085
1.3,0.106119317091886
1.4,0.106119317091886
1.2,0.106272779589488
1.2,0.106349510838289
1.3,0.10642624208709
1.3,0.10642624208709
1.3,0.106598887396892
1.3,0.106675618645693
1.3,0.106675618645693
1.3,0.106829081143296
1.3,0.106905812392097
1.3,0.106982543640898
1.3,0.107059274889699
1.3,0.1071360061385
1.3,0.107212737387301
1.4,0.107289468636102
1.4,0.107385382697103
1.3,0.107462113945904
1.4,0.107538845194706
1.4,0.107615576443507
1.4,0.107692307692308
1.4,0.107769038941109
1.4,0.10784577018991
1.4,0.107922501438711
1.4,0.107999232687512
1.4,0.108075963936313
1.3,0.108248609246115
1.2,0.108325340494917
1.3,0.108402071743718
1.2,0.108402071743718
1.3,0.10855553424132
1.3,0.108632265490121
1.3,0.108708996738922
1.4,0.108785727987723
1.4,0.108862459236524
1.4,0.108939190485325
1.4,0.108939190485325
1.4,0.109111835795128
1.4,0.109111835795128
1.3,0.10926529829273
1.3,0.10926529829273
1.2,0.109342029541531
1.2,0.109418760790332
1.3,0.109495492039133
1.2,0.109572223287934
1.3,0.109648954536735
1.3,0.109725685785536
1.3,0.109802417034337
1.3,0.109898331095339
1.3,0.10997506234414
1.3,0.110051793592941
1.2,0.110128524841742
1.2,0.110205256090543
1.2,0.110281987339344
1.3,0.110435449836946
1.3,0.110512181085747
1.3,0.110512181085747
1.3,0.110665643583349
1.3,0.110761557644351
1.3,0.110838288893152
1.3,0.110915020141953
1.3,0.110991751390754
1.4,0.111068482639555
1.3,0.111145213888356
1.4,0.111221945137157
1.3,0.111298676385958
1.3,0.111375407634759
1.3,0.11145213888356
1.4,0.111528870132361
1.4,0.111624784193363
1.4,0.111778246690965
1.3,0.111778246690965
1.4,0.111854977939766
1.4,0.111931709188567
1.4,0.112085171686169
1.3,0.112085171686169
1.3,0.11216190293497
1.4,0.112238634183771
1.4,0.112315365432572
1.3,0.112392096681373
1.3,0.112488010742375
1.3,0.112564741991176
1.3,0.112641473239977
1.3,0.112718204488778
1.4,0.112794935737579
1.4,0.11287166698638
1.4,0.112948398235181
1.3,0.113025129483982
1.3,0.113101860732783
1.3,0.113178591981585
1.3,0.113255323230386
1.3,0.113351237291387
1.4,0.113427968540188
1.3,0.113504699788989
1.4,0.11358143103779
1.3,0.113658162286591
1.4,0.113734893535392
1.5,0.113734893535392
1.5,0.113811624784193
1.7,0.113888356032994
1.7,0.113965087281795
1.7,0.113965087281795
1.8,0.114041818530597
1.9,0.114118549779398
1.9,0.114118549779398
1.9,0.114214463840399
2,0.114214463840399
2.1,0.1142911950892
2.1,0.114367926338001
2.2,0.114444657586802
2.2,0.114521388835603
2.3,0.114598120084404
2.3,0.114598120084404
2.2,0.114674851333205
2.2,0.114751582582007
2.2,0.114828313830808
2.2,0.114905045079609
2.3,0.11498177632841
2.3,0.115077690389411
2.3,0.115154421638212
2.2,0.115231152887013
2.2,0.115307884135814
2.1,0.115384615384615
2.2,0.115461346633416
2.1,0.115538077882218
2.2,0.115614809131019
2.2,0.11569154037982
2.1,0.115845002877422
2.2,0.115845002877422
2.2,0.116017648187224
2.1,0.116094379436025
2.3,0.116171110684826
2.3,0.116247841933627
2.4,0.116324573182429
2.3,0.11640130443123
2.3,0.116478035680031
2.4,0.116631498177633
2.3,0.116727412238634
2.3,0.116804143487435
2.3,0.116880874736236
2.3,0.116957605985037
2.3,0.117034337233838
2.3,0.11711106848264
2.4,0.117187799731441
2.4,0.117264530980242
2.4,0.117341262229043
2.3,0.117417993477844
2.3,0.117494724726645
2.3,0.117590638787646
2.3,0.117667370036447
2.3,0.117744101285248
2.3,0.117820832534049
2.3,0.117897563782851
2.5,0.117974295031652
2.5,0.118051026280453
2.5,0.118127757529254
2.5,0.118204488778055
2.5,0.118281220026856
2.4,0.118357951275657
2.4,0.118453865336658
2.4,0.118530596585459
2.4,0.11860732783426
2.4,0.118684059083062
2.4,0.118760790331863
2.4,0.118837521580664
2.4,0.118914252829465
2.4,0.118990984078266
2.4,0.119067715327067
2.4,0.119221177824669
2.4,0.119221177824669
2.4,0.119393823134472
2.4,0.119470554383273
2.4,0.119547285632074
2.3,0.119624016880875
2.3,0.119700748129676
2.4,0.119777479378477
2.3,0.119854210627278
2.3,0.119930941876079
2.3,0.12000767312488
2.3,0.120084404373681
2.3,0.120180318434683
2.3,0.120257049683484
2.3,0.120333780932285
2.3,0.120410512181086
2.4,0.120487243429887
2.4,0.120563974678688
2.3,0.120640705927489
2.4,0.12071743717629
2.3,0.120794168425091
2.3,0.120870899673892
2.4,0.120947630922693
2.4,0.121043544983695
2.4,0.121120276232496
2.4,0.121197007481297
2.4,0.121273738730098
2.4,0.121273738730098
2.4,0.1214272012277
2.4,0.121503932476501
2.4,0.121503932476501
2.4,0.121657394974103
2.4,0.121734126222904
2.4,0.121810857471705
2.4,0.121906771532707
2.3,0.121983502781508
2.3,0.122060234030309
2.3,0.12213696527911
2.3,0.122213696527911
2.3,0.122290427776712
2.4,0.122367159025513
2.4,0.122443890274314
2.4,0.122520621523115
2.5,0.122597352771916
2.5,0.122674084020717
2.4,0.122769998081719
2.4,0.12284672933052
2.4,0.122923460579321
2.3,0.123076923076923
2.3,0.123076923076923
2.3,0.123153654325724
2.4,0.123230385574525
2.4,0.123307116823326
2.4,0.123383848072127
2.4,0.123460579320928
2.4,0.12353731056973
2.5,0.123633224630731
2.6,0.123709955879532
2.6,0.123709955879532
2.6,0.123786687128333
2.6,0.123863418377134
2.5,0.123940149625935
2.5,0.124016880874736
2.6,0.124016880874736
2.6,0.124093612123537
2.6,0.124170343372338
2.6,0.124247074621139
2.6,0.124323805869941
2.7,0.124400537118742
2.7,0.124496451179743
2.7,0.124573182428544
2.8,0.124649913677345
2.8,0.124726644926146
2.8,0.124803376174947
2.8,0.124880107423748
2.8,0.124956838672549
2.8,0.12503356992135
2.8,0.12503356992135
3,0.125110301170152
2.9,0.125187032418953
3,0.125282946479954
3,0.125359677728755
3,0.125436408977556
3.1,0.125513140226357
3.1,0.125513140226357
3.2,0.125666602723959
