strain,load
12.063,66.2
12.063,66.2
12.063,66.2
12.063,66.2
12.067,66.2
12.067,66.2
12.067,66.3
12.067,66.4
12.067,66.5
12.067,66.5
12.071,66.6
12.071,66.6
12.071,66.6
12.071,66.6
12.071,66.6
12.071,66.7
12.075,66.7
12.075,66.7
12.075,66.8
12.075,66.8
12.075,66.9
12.075,67
12.079,67
12.079,67.1
12.079,67.1
12.079,67.2
12.079,67.2
12.079,67.3
12.083,67.3
12.083,67.4
12.083,67.4
12.083,67.4
12.083,67.5
12.083,67.5
12.087,67.5
12.087,67.5
12.087,67.6
12.087,67.7
12.087,67.8
12.087,67.8
12.091,67.9
12.091,67.9
12.091,68
12.091,68
12.091,68
12.091,68
12.095,68
12.095,68.1
12.095,68.2
12.095,68.2
12.095,68.2
12.095,68.3
12.099,68.3
12.099,68.3
12.099,68.4
12.099,68.4
12.099,68.5
12.099,68.6
12.104,68.6
12.104,68.6
12.104,68.6
12.104,68.7
12.104,68.7
12.104,68.7
12.108,68.8
12.108,68.9
12.108,68.9
12.108,69.1
12.108,69
12.108,69.1
12.112,69.1
12.112,69.2
12.112,69.2
12.112,69.3
12.112,69.3
12.112,69.3
12.112,69.4
12.116,69.4
12.116,69.5
12.116,69.5
12.116,69.5
12.116,69.5
12.12,69.5
12.12,69.6
12.12,69.6
12.12,69.7
12.12,69.8
12.12,69.8
12.12,69.9
12.124,70
12.124,70
12.124,70
12.124,70.1
12.124,70.2
12.124,70.2
12.128,70.2
12.128,70.3
12.128,70.4
12.128,70.4
12.128,70.5
12.128,70.5
12.128,70.6
12.132,70.5
12.132,70.6
12.132,70.6
12.132,70.7
12.132,70.7
12.132,70.8
12.136,70.9
12.136,70.8
12.136,70.9
12.136,70.9
12.136,70.9
12.136,71
12.14,71.1
12.14,71.2
12.14,71.2
12.14,71.2
12.14,71.2
12.14,71.2
12.144,71.2
12.144,71.3
12.144,71.4
12.144,71.4
12.144,71.4
12.144,71.5
12.144,71.5
12.149,71.5
12.149,71.6
12.149,71.5
12.149,71.6
12.149,71.7
12.149,71.7
12.149,71.8
12.153,71.9
12.153,72
12.153,72
12.153,72
12.153,71.9
12.153,71.9
12.157,71.9
12.157,72
12.157,72.2
12.157,72.1
12.157,72.3
12.157,72.3
12.157,72.3
12.161,72.4
12.161,72.4
12.161,72.3
12.161,72.5
12.161,72.5
12.161,72.6
12.161,72.6
12.165,72.7
12.165,72.8
12.165,72.8
12.165,72.9
12.165,72.9
12.165,72.9
12.169,72.9
12.169,72.9
12.169,72.9
12.169,72.9
12.169,73.1
12.169,73.1
12.169,73.2
12.173,73.2
12.173,73.2
12.173,73.2
12.173,73.3
12.173,73.4
12.173,73.4
12.177,73.4
12.177,73.5
12.177,73.5
12.177,73.4
12.177,73.4
12.177,73.5
12.177,73.6
12.181,73.7
12.181,73.8
12.181,73.8
12.181,73.8
12.181,73.9
12.181,73.9
12.181,73.9
12.185,73.9
12.185,74
12.185,73.9
12.185,74
12.185,74
12.185,74
12.189,74.1
12.189,74.1
12.189,74.1
12.189,74.2
12.189,74.3
12.189,74.3
12.189,74.3
12.194,74.4
12.194,74.4
12.194,74.4
12.194,74.4
12.194,74.5
12.194,74.5
12.194,74.6
12.198,74.6
12.198,74.6
12.198,74.6
12.198,74.6
12.198,74.7
12.198,74.7
12.198,74.8
12.202,74.8
12.202,74.8
12.202,74.9
12.202,75
12.202,75
12.202,75
12.206,75
12.206,75.1
12.206,75
12.206,75.2
12.206,75.2
12.206,75.3
12.206,75.3
12.206,75.4
12.21,75.4
12.21,75.4
12.21,75.5
12.21,75.5
12.21,75.6
12.21,75.6
12.21,75.6
12.214,75.5
12.214,75.5
12.214,75.5
12.214,75.7
12.214,75.6
12.218,75.7
12.218,75.7
12.218,75.7
12.218,75.8
12.218,75.7
12.218,75.8
12.218,75.9
12.222,75.9
12.222,76
12.222,76
12.222,76
12.222,76
12.222,76
12.222,76
12.226,76
12.226,76.1
12.226,76.1
12.226,76.2
12.226,76.3
12.226,76.3
12.226,76.4
12.23,76.4
12.23,76.5
12.23,76.5
12.23,76.5
12.23,76.6
12.23,76.6
12.23,76.7
12.234,76.7
12.234,76.7
12.234,76.7
12.234,76.7
12.234,76.7
12.234,76.7
12.239,76.8
12.239,76.8
12.239,76.8
12.239,76.9
12.239,76.9
12.239,77
12.239,77
12.243,77
12.243,77
12.243,77.1
12.243,77.1
12.243,77.2
12.243,77.3
12.243,77.3
12.247,77.3
12.247,77.4
12.247,77.4
12.247,77.5
12.247,77.5
12.247,77.5
12.247,77.5
12.251,77.6
12.251,77.6
12.251,77.6
12.251,77.6
12.251,77.7
12.251,77.7
12.251,77.8
12.255,77.8
12.255,77.9
12.255,78
12.255,77.9
12.255,77.9
12.255,78
12.255,78
12.259,78.1
12.259,78.1
12.259,78.2
12.259,78.2
12.259,78.2
12.259,78.3
12.259,78.4
12.259,78.5
12.263,78.5
12.263,78.5
12.263,78.6
12.263,78.5
12.263,78.6
12.263,78.6
12.263,78.6
12.267,78.7
12.267,78.7
12.267,78.8
12.267,78.8
12.267,78.9
12.267,79
12.267,78.9
12.271,79
12.271,79
12.271,78.9
12.271,79
12.271,79
12.271,79.1
12.271,79.2
12.275,79.2
12.275,79.2
12.275,79.2
12.275,79.3
12.275,79.3
12.275,79.3
12.275,79.3
12.275,79.4
12.275,79.5
12.279,79.5
12.279,79.6
12.279,79.6
12.279,79.5
12.279,79.6
12.279,79.6
12.284,79.7
12.284,79.7
12.284,79.9
12.284,79.9
12.284,79.9
12.284,80
12.284,80
12.284,80
12.288,80
12.288,80.1
12.288,80.1
12.288,80.1
12.288,80.2
12.288,80.2
12.292,80.3
12.292,80.4
12.292,80.4
12.292,80.4
12.292,80.5
12.292,80.5
12.292,80.6
12.292,80.7
12.292,80.7
12.296,80.7
12.296,80.7
12.296,80.8
12.296,80.8
12.296,80.9
12.296,80.8
12.296,80.8
12.3,80.9
12.3,81
12.3,81
12.3,81.1
12.3,81.1
12.3,81.1
12.3,81.2
12.3,81.2
12.304,81.2
12.304,81.3
12.304,81.3
12.304,81.3
12.304,81.4
12.304,81.4
12.304,81.5
12.308,81.6
12.308,81.6
12.308,81.6
12.308,81.7
12.308,81.7
12.308,81.7
12.308,81.7
12.308,81.7
12.312,81.7
12.312,81.7
12.312,81.8
12.312,81.9
12.312,81.9
12.312,81.9
12.312,82
12.312,81.9
12.316,82
12.316,82.1
12.316,82.2
12.316,82.2
12.316,82.3
12.316,82.3
12.316,82.3
12.32,82.3
12.32,82.4
12.32,82.4
12.32,82.4
12.32,82.5
12.32,82.5
12.32,82.6
12.32,82.5
12.324,82.6
12.324,82.6
12.324,82.7
12.324,82.7
12.324,82.8
12.324,82.8
12.324,82.8
12.324,82.8
12.324,83
12.329,83
12.329,83.1
12.329,83.1
12.329,83.1
12.329,83.1
12.329,83.1
12.329,83.2
12.333,83.2
12.333,83.4
12.333,83.3
12.333,83.4
12.333,83.4
12.333,83.4
12.333,83.5
12.333,83.5
12.337,83.6
12.337,83.6
12.337,83.6
12.337,83.7
12.337,83.7
12.337,83.6
12.337,83.7
12.337,83.7
12.341,83.8
12.341,83.8
12.341,83.8
12.341,83.9
12.341,83.9
12.341,84
12.341,84
12.341,84.1
12.341,84.2
12.345,84.2
12.345,84.2
12.345,84.2
12.345,84.3
12.345,84.2
12.345,84.2
12.345,84.3
12.349,84.3
12.349,84.4
12.349,84.5
12.349,84.6
12.349,84.6
12.349,84.6
12.349,84.6
12.349,84.6
12.353,84.7
12.353,84.7
12.353,84.8
12.353,84.8
12.353,84.8
12.353,84.8
12.353,84.8
12.357,84.8
12.357,85
12.357,85
12.357,85
12.357,85
12.357,85.1
12.357,85.1
12.357,85.1
12.357,85.1
12.361,85.1
12.361,85.1
12.361,85.3
12.361,85.3
12.361,85.3
12.361,85.4
12.361,85.4
12.361,85.5
12.365,85.5
12.365,85.6
12.365,85.6
12.365,85.6
12.365,85.6
12.365,85.6
12.365,85.7
12.365,85.7
12.37,85.7
12.37,85.8
12.37,85.8
12.37,85.9
12.37,85.8
12.37,85.9
12.37,86
12.37,85.9
12.374,86
12.374,86
12.374,86
12.374,86
12.374,86.1
12.374,86.1
12.374,86.1
12.374,86.3
12.374,86.3
12.378,86.4
12.378,86.4
12.378,86.4
12.378,86.4
12.378,86.5
12.378,86.6
12.378,86.5
12.382,86.6
12.382,86.6
12.382,86.5
12.382,86.6
12.382,86.7
12.382,86.7
12.382,86.8
12.382,86.9
12.386,86.9
12.386,86.9
12.386,87
12.386,87
12.386,87
12.386,87.2
12.386,87.1
12.386,87.1
12.39,87.2
12.39,87.2
12.39,87.2
12.39,87.2
12.39,87.2
12.39,87.2
12.39,87.3
12.39,87.3
12.39,87.4
12.394,87.4
12.394,87.4
12.394,87.5
12.394,87.5
12.394,87.6
12.394,87.6
12.394,87.6
12.394,87.7
12.398,87.8
12.398,87.8
12.398,87.9
12.398,87.9
12.398,87.9
12.398,87.9
12.398,87.9
12.398,88
12.402,88
12.402,88.1
12.402,88.1
12.402,88.1
12.402,88.2
12.402,88.1
12.402,88.2
12.402,88.3
12.402,88.4
12.406,88.4
12.406,88.4
12.406,88.4
12.406,88.4
12.406,88.4
12.406,88.5
12.406,88.6
12.406,88.5
12.406,88.5
12.41,88.5
12.41,88.6
12.41,88.7
12.41,88.8
12.41,88.8
12.41,88.8
12.41,88.7
12.41,88.7
12.415,88.8
12.415,88.8
12.415,88.9
12.415,88.9
12.415,88.9
12.415,89
12.415,89.1
12.415,89.1
12.415,89.1
12.419,89.1
12.419,89.1
12.419,89.2
12.419,89.2
12.419,89.3
12.419,89.4
12.419,89.4
12.423,89.4
12.423,89.4
12.423,89.4
12.423,89.4
12.423,89.5
12.423,89.4
12.423,89.5
12.423,89.5
12.423,89.6
12.423,89.7
12.427,89.6
12.427,89.7
12.427,89.7
12.427,89.8
12.427,89.7
12.427,89.9
12.427,89.9
12.431,89.9
12.431,89.9
12.431,90
12.431,90
12.431,90
12.431,90
12.431,90
12.431,90
12.431,90
12.435,90.1
12.435,90.1
12.435,90.2
12.435,90.2
12.435,90.1
12.435,90.2
12.435,90.1
12.439,90.2
12.439,90.3
12.439,90.3
12.439,90.3
12.439,90.4
12.439,90.4
12.439,90.5
12.439,90.5
12.439,90.6
12.443,90.5
12.443,90.6
12.443,90.6
12.443,90.6
12.443,90.7
12.443,90.7
12.443,90.7
12.443,90.7
12.447,90.8
12.447,90.7
12.447,90.8
12.447,90.8
12.447,90.8
12.447,91
12.447,91
12.447,91
12.451,91
12.451,91
12.451,91.1
12.451,91.1
12.451,91.2
12.451,91.2
12.451,91.2
12.451,91.3
12.451,91.2
12.455,91.2
12.455,91.2
12.455,91.2
12.455,91.3
12.455,91.3
12.455,91.4
12.455,91.4
12.455,91.4
12.455,91.4
12.46,91.5
12.46,91.5
12.46,91.5
12.46,91.5
12.46,91.5
12.46,91.5
12.46,91.6
12.46,91.6
12.464,91.6
12.464,91.7
12.464,91.7
12.464,91.6
12.464,91.7
12.464,91.7
12.464,91.8
12.464,91.8
12.464,91.9
12.468,91.9
12.468,91.9
12.468,92
12.468,92
12.468,92.1
12.468,92
12.468,92.1
12.468,92
12.472,92
12.472,92.1
12.472,92.1
12.472,92.3
12.472,92.3
12.472,92.4
12.472,92.4
12.472,92.4
12.472,92.4
12.476,92.4
12.476,92.4
12.476,92.4
12.476,92.4
12.476,92.5
12.476,92.5
12.476,92.5
12.476,92.5
12.48,92.5
12.48,92.6
12.48,92.6
12.48,92.7
12.48,92.8
12.48,92.8
12.48,92.8
12.48,92.8
12.48,92.8
12.484,92.9
12.484,92.9
12.484,92.9
12.484,93
12.484,93.1
12.484,93
12.484,93.1
12.484,93
12.488,93.1
12.488,93.1
12.488,93.2
12.488,93.3
12.488,93.3
12.488,93.2
12.488,93.3
12.488,93.2
12.488,93.2
12.492,93.3
12.492,93.2
12.492,93.4
12.492,93.4
12.492,93.5
12.492,93.5
12.492,93.7
12.492,93.7
12.496,93.6
12.496,93.7
12.496,93.7
12.496,93.8
12.496,93.8
12.496,93.8
12.496,93.8
12.496,93.9
12.496,93.9
12.5,93.9
12.5,94
12.5,94
12.5,94
12.5,94.1
12.5,94.1
12.5,94.1
12.5,94.2
12.505,94.2
12.505,94.2
12.505,94.3
12.505,94.3
12.505,94.3
12.505,94.3
12.505,94.2
12.505,94.3
12.505,94.3
12.509,94.4
12.509,94.4
12.509,94.4
12.509,94.4
12.509,94.4
12.509,94.5
12.509,94.6
12.509,94.6
12.509,94.7
12.513,94.8
12.513,94.7
12.513,94.7
12.513,94.7
12.513,94.8
12.513,94.9
12.513,94.9
12.513,94.9
12.517,94.9
12.517,94.9
12.517,95
12.517,95
12.517,95
12.517,95
12.517,95
12.517,95.1
12.517,95.1
12.521,95.1
12.521,95.1
12.521,95.1
12.521,95.1
12.521,95.2
12.521,95.2
12.521,95.3
12.521,95.3
12.521,95.4
12.521,95.3
12.525,95.4
12.525,95.4
12.525,95.5
12.525,95.6
12.525,95.6
12.525,95.6
12.525,95.6
12.525,95.6
12.529,95.5
12.529,95.6
12.529,95.6
12.529,95.6
12.529,95.7
12.529,95.7
12.529,95.7
12.529,95.7
12.529,95.8
12.533,95.9
12.533,95.9
12.533,96
12.533,96
12.533,95.9
12.533,96
12.533,96.1
12.533,96
12.537,96.2
12.537,96.2
12.537,96.1
12.537,96.2
12.537,96.2
12.537,96.2
12.537,96.2
12.537,96.2
12.537,96.3
12.537,96.3
12.541,96.5
12.541,96.4
12.541,96.5
12.541,96.5
12.541,96.4
12.541,96.5
12.541,96.5
12.541,96.5
12.545,96.5
12.545,96.5
12.545,96.5
12.545,96.6
12.545,96.6
12.545,96.7
12.545,96.7
12.545,96.7
12.545,96.7
12.55,96.8
12.55,96.7
12.55,96.9
12.55,96.9
12.55,97
12.55,97
12.55,97
12.55,97
12.55,97
12.554,97
12.554,97
12.554,97
12.554,97.1
12.554,97.1
12.554,97.1
12.554,97.2
12.554,97.1
12.554,97.3
12.558,97.3
12.558,97.4
12.558,97.4
12.558,97.4
12.558,97.4
12.558,97.4
12.558,97.4
12.558,97.4
12.562,97.5
12.562,97.5
12.562,97.5
12.562,97.5
12.562,97.5
12.562,97.5
12.562,97.6
12.562,97.6
12.562,97.6
12.566,97.6
12.566,97.6
12.566,97.6
12.566,97.5
12.566,97.6
12.566,97.7
12.566,97.7
12.566,97.9
12.57,97.8
12.57,97.8
12.57,97.9
12.57,97.9
12.57,97.9
12.57,97.9
12.57,98
12.57,97.9
12.57,98
12.57,98
12.574,98
12.574,98
12.574,98.1
12.574,98.1
12.574,98
12.574,98.1
12.574,98.1
12.574,98.1
12.578,98.2
12.578,98.2
12.578,98.2
12.578,98.3
12.578,98.3
12.578,98.3
12.578,98.4
12.578,98.3
12.578,98.4
12.582,98.4
12.582,98.5
12.582,98.5
12.582,98.5
12.582,98.4
12.582,98.4
12.582,98.4
12.586,98.4
12.586,98.5
12.586,98.5
12.586,98.6
12.586,98.7
12.586,98.7
12.586,98.8
12.586,98.8
12.586,98.8
12.586,98.8
12.59,98.8
12.59,98.8
12.59,98.8
12.59,98.9
12.59,98.9
12.59,98.9
12.59,99
12.595,99
12.595,99.1
12.595,99.1
12.595,99
12.595,99
12.595,99.1
12.595,99.1
12.595,99.2
12.595,99.2
12.599,99.2
12.599,99.1
12.599,99.2
12.599,99.2
12.599,99.3
12.599,99.3
12.599,99.3
12.599,99.4
12.603,99.4
12.603,99.4
12.603,99.5
12.603,99.5
12.603,99.5
12.603,99.5
12.603,99.5
12.603,99.5
12.603,99.5
12.603,99.6
12.607,99.5
12.607,99.6
12.607,99.7
12.607,99.6
12.607,99.8
12.607,99.8
12.607,99.8
12.607,99.9
12.611,99.8
12.611,99.8
12.611,99.8
12.611,99.8
12.611,99.8
12.611,99.8
12.611,99.9
12.611,100
12.611,100
12.615,100.1
12.615,100.1
12.615,100.2
12.615,100.1
12.615,100.1
12.615,100.1
12.615,100.2
12.615,100.2
12.619,100.1
12.619,100.2
12.619,100.2
12.619,100.3
12.619,100.3
12.619,100.3
12.619,100.3
12.619,100.4
12.623,100.4
12.623,100.4
12.623,100.4
12.623,100.5
12.623,100.4
12.623,100.5
12.623,100.4
12.623,100.5
12.627,100.6
12.627,100.7
12.627,100.7
12.627,100.7
12.627,100.7
12.627,100.7
12.627,100.7
12.627,100.8
12.631,100.8
12.631,100.7
12.631,100.8
12.631,100.8
12.631,100.9
12.631,100.9
12.631,100.9
12.631,100.9
12.631,100.9
12.635,100.9
12.635,101.1
12.635,101.1
12.635,101.2
12.635,101.2
12.635,101.2
12.635,101.2
12.635,101.2
12.635,101.3
12.64,101.3
12.64,101.4
12.64,101.3
12.64,101.3
12.64,101.3
12.64,101.2
12.64,101.3
12.64,101.3
12.644,101.3
12.644,101.3
12.644,101.4
12.644,101.4
12.644,101.4
12.644,101.4
12.644,101.4
12.644,101.5
12.644,101.5
12.648,101.5
12.648,101.6
12.648,101.5
12.648,101.6
12.648,101.6
12.648,101.6
12.648,101.7
12.648,101.6
12.652,101.6
12.652,101.7
12.652,101.7
12.652,101.8
12.652,101.8
12.652,101.8
12.652,101.9
12.652,101.9
12.652,101.9
12.656,102
12.656,102
12.656,102
12.656,102.1
12.656,102.1
12.656,102.1
12.656,102.1
12.656,102.2
12.66,102.2
12.66,102.2
12.66,102.2
12.66,102.2
12.66,102.2
12.66,102.2
12.66,102.2
12.66,102.2
12.66,102.3
12.664,102.3
12.664,102.4
12.664,102.3
12.664,102.4
12.664,102.3
12.664,102.3
12.664,102.4
12.664,102.3
12.664,102.4
12.668,102.5
12.668,102.6
12.668,102.6
12.668,102.6
12.668,102.6
12.668,102.7
12.668,102.6
12.668,102.7
12.668,102.7
12.672,102.7
12.672,102.8
12.672,102.9
12.672,102.9
12.672,102.9
12.672,102.9
12.672,102.9
12.672,102.9
12.672,102.9
12.676,102.9
12.676,102.9
12.676,102.9
12.676,103
12.676,103
12.676,102.9
12.676,103
12.676,103
12.68,103
12.68,103.1
12.68,103.1
12.68,103.1
12.68,103.2
12.68,103.2
12.68,103.2
12.68,103.3
12.685,103.4
12.685,103.3
12.685,103.3
12.685,103.3
12.685,103.3
12.685,103.4
12.685,103.5
12.685,103.5
12.685,103.6
12.689,103.5
12.689,103.5
12.689,103.5
12.689,103.5
12.689,103.5
12.689,103.7
12.689,103.7
12.689,103.7
12.689,103.8
12.693,103.8
12.693,103.8
12.693,103.9
12.693,103.9
12.693,104
12.693,104
12.693,104
12.693,104
12.697,104
12.697,104
12.697,103.9
12.697,104
12.697,104
12.697,104.1
12.697,104.1
12.697,104.1
12.701,104.2
12.701,104.2
12.701,104.2
12.701,104.2
12.701,104.2
12.701,104.2
12.701,104.3
12.701,104.3
12.701,104.4
12.705,104.4
12.705,104.4
12.705,104.4
12.705,104.4
12.705,104.5
12.705,104.5
12.705,104.6
12.705,104.6
12.709,104.6
12.709,104.6
12.709,104.5
12.709,104.6
12.709,104.6
12.709,104.5
12.709,104.6
12.709,104.6
12.713,104.6
12.713,104.6
12.713,104.7
12.713,104.8
12.713,104.8
12.713,104.9
12.713,104.8
12.713,105
12.717,105
12.717,105
12.717,105.2
12.717,105.2
12.717,105.2
12.717,105.2
12.717,105.1
12.717,105.1
12.717,105.1
12.717,105.1
12.721,105.1
12.721,105.2
12.721,105.2
12.721,105.3
12.721,105.4
12.721,105.4
12.721,105.4
12.721,105.5
12.725,105.5
12.725,105.5
12.725,105.5
12.725,105.4
12.725,105.4
12.725,105.4
12.725,105.4
12.725,105.4
12.725,105.5
12.73,105.5
12.73,105.5
12.73,105.6
12.73,105.6
12.73,105.7
12.73,105.7
12.73,105.7
12.73,105.7
12.73,105.7
12.734,105.7
12.734,105.8
12.734,105.8
12.734,105.8
12.734,105.8
12.734,105.9
12.734,105.8
12.734,105.9
12.734,106
12.738,105.9
12.738,105.9
12.738,105.9
12.738,105.9
12.738,106
12.738,106
12.738,106.1
12.738,106.1
12.742,106.1
12.742,106.1
12.742,106.1
12.742,106.2
12.742,106.1
12.742,106.1
12.742,106.1
12.742,106.2
12.746,106.2
12.746,106.2
12.746,106.3
12.746,106.3
12.746,106.3
12.746,106.3
12.746,106.4
12.746,106.4
12.75,106.5
12.75,106.4
12.75,106.4
12.75,106.4
12.75,106.4
12.75,106.4
12.75,106.5
12.75,106.5
12.75,106.5
12.754,106.6
12.754,106.6
12.754,106.7
12.754,106.8
12.754,106.8
12.754,106.8
12.754,106.8
12.754,106.8
12.754,106.8
12.758,106.9
12.758,106.9
12.758,106.9
12.758,107
12.758,106.9
12.758,107
12.758,107
12.758,106.9
12.762,107
12.762,107
12.762,107.1
12.762,107.1
12.762,107.2
12.762,107.3
12.762,107.3
12.762,107.3
12.766,107.4
12.766,107.4
12.766,107.5
12.766,107.5
12.766,107.5
12.766,107.4
12.766,107.4
12.766,107.5
12.766,107.5
12.766,107.6
12.77,107.6
12.77,107.6
12.77,107.7
12.77,107.7
12.77,107.8
12.77,107.7
12.77,107.8
12.775,107.8
12.775,107.8
12.775,107.8
12.775,107.8
12.775,107.8
12.775,107.8
12.775,107.9
12.775,107.9
12.779,107.9
12.779,108
12.779,108
12.779,108.1
12.779,108.2
12.779,108.2
12.779,108.2
12.779,108.2
12.783,108.2
12.783,108.3
12.783,108.3
12.783,108.4
12.783,108.4
12.783,108.4
12.783,108.4
12.783,108.4
12.783,108.4
12.787,108.4
12.787,108.4
12.787,108.5
12.787,108.5
12.787,108.6
12.787,108.5
12.787,108.6
12.787,108.6
12.787,108.6
12.791,108.7
12.791,108.7
12.791,108.7
12.791,108.8
12.791,108.8
12.791,108.9
12.791,108.9
12.791,108.9
12.795,108.9
12.795,108.9
12.795,108.9
12.795,109
12.795,109.1
12.795,109.1
12.795,109.1
12.795,109.1
12.799,109
12.799,109.1
12.799,109.1
12.799,109.2
12.799,109.3
12.799,109.3
12.799,109.4
12.799,109.4
12.799,109.4
12.803,109.4
12.803,109.4
12.803,109.4
12.803,109.5
12.803,109.5
12.803,109.5
12.803,109.6
12.807,109.6
12.807,109.6
12.807,109.7
12.807,109.8
12.807,109.9
12.807,109.9
12.807,109.9
12.807,109.9
12.811,109.9
12.811,109.9
12.811,110
12.811,110
12.811,110
12.811,110
12.811,110.1
12.811,110
12.816,110.1
12.816,110.1
12.816,110.2
12.816,110.2
12.816,110.3
12.816,110.3
12.816,110.4
12.816,110.3
12.816,110.4
12.816,110.4
12.82,110.5
12.82,110.6
12.82,110.6
12.82,110.6
12.82,110.6
12.82,110.6
12.82,110.6
12.82,110.6
12.824,110.7
12.824,110.7
12.824,110.7
12.824,110.7
12.824,110.7
12.824,110.8
12.824,110.8
12.824,110.9
12.824,110.9
12.828,111
12.828,111
12.828,111
12.828,111.1
12.828,111.1
12.828,111.1
12.828,111.1
12.832,111.1
12.832,111.2
12.832,111.2
12.832,111.3
12.832,111.4
12.832,111.4
12.832,111.3
12.832,111.4
12.832,111.3
12.836,111.4
12.836,111.4
12.836,111.5
12.836,111.6
12.836,111.7
12.836,111.7
12.836,111.7
12.836,111.7
12.84,111.7
12.84,111.7
12.84,111.8
12.84,111.8
12.84,111.8
12.84,111.9
12.84,111.9
12.84,111.9
12.844,112
12.844,112.1
12.844,112.1
12.844,112.1
12.844,112
12.844,112.1
12.844,112.1
12.844,112.2
12.848,112.2
12.848,112.2
12.848,112.3
12.848,112.3
12.848,112.3
12.848,112.4
12.848,112.4
12.848,112.4
12.848,112.5
12.852,112.5
12.852,112.5
12.852,112.4
12.852,112.5
12.852,112.5
12.852,112.6
12.852,112.6
12.852,112.6
12.856,112.7
12.856,112.7
12.856,112.8
12.856,112.8
12.856,112.8
12.856,112.9
12.856,112.9
12.856,112.8
12.861,112.8
12.861,112.9
12.861,112.9
12.861,112.9
12.861,112.9
12.861,113
12.861,113
12.861,113.1
12.865,113.1
12.865,113.1
12.865,113.1
12.865,113.1
12.865,113.2
12.865,113.2
12.865,113.3
12.865,113.2
12.865,113.2
12.869,113.2
12.869,113.2
12.869,113.3
12.869,113.3
12.869,113.4
12.869,113.4
12.869,113.5
12.869,113.5
12.873,113.5
12.873,113.5
12.873,113.5
12.873,113.6
12.873,113.6
12.873,113.6
12.873,113.7
12.877,113.7
12.877,113.7
12.877,113.8
12.877,113.8
12.877,113.8
12.877,113.8
12.877,113.9
12.877,113.9
12.877,114
12.881,114
12.881,114
12.881,114
12.881,114
12.881,114
12.881,114
12.881,114
12.881,114.2
12.881,114.2
12.885,114.2
12.885,114.2
12.885,114.1
12.885,114.2
12.885,114.2
12.885,114.2
12.885,114.3
12.885,114.3
12.889,114.4
12.889,114.4
12.889,114.4
12.889,114.4
12.889,114.4
12.889,114.5
12.889,114.5
12.893,114.5
12.893,114.5
12.893,114.5
12.893,114.5
12.893,114.5
12.893,114.6
12.893,114.7
12.893,114.7
12.897,114.8
12.897,114.8
12.897,114.9
12.897,114.8
12.897,114.9
12.897,114.8
12.897,114.8
12.897,114.8
12.897,114.9
12.901,114.9
12.901,114.9
12.901,114.9
12.901,114.9
12.901,115
12.901,115
12.901,115.1
12.906,115.1
12.906,115.1
12.906,115.1
12.906,115.1
12.906,115.1
12.906,115.1
12.906,115.2
12.91,115.2
12.91,115.3
12.91,115.3
12.91,115.3
12.91,115.3
12.91,115.3
12.91,115.4
12.91,115.4
12.914,115.4
12.914,115.4
12.914,115.4
12.914,115.4
12.914,115.4
12.914,115.5
12.914,115.5
12.914,115.5
12.914,115.6
12.918,115.6
12.918,115.6
12.918,115.7
12.918,115.7
12.918,115.7
12.918,115.7
12.918,115.8
12.922,115.8
12.922,115.8
12.922,115.9
12.922,115.9
12.922,115.9
12.922,115.9
12.922,116
12.926,116
12.926,115.9
12.926,116
12.926,115.9
12.926,116
12.926,115.9
12.926,116
12.93,115.9
12.93,115.9
12.93,115.9
12.93,115.9
12.93,115.9
12.93,116
12.93,116
12.93,116
12.934,116
12.934,116
12.934,116
12.934,116
12.934,116
12.934,116
12.934,116
12.938,116.1
12.938,116
12.938,116
12.938,116
12.938,116.1
12.938,116.2
12.942,116.2
12.942,116.2
12.942,116.1
12.942,116.2
12.942,116.2
12.942,116.1
12.942,116.2
12.946,116.2
12.946,116.2
12.946,116.2
12.946,116.1
12.946,116.2
12.946,116.2
12.946,116.2
12.946,116.3
12.951,116.2
12.951,116.3
12.951,116.2
12.951,116.1
12.951,116.1
12.951,116.1
12.951,116.2
12.955,116.2
12.955,116.3
12.955,116.3
12.955,116.3
12.955,116.4
12.955,116.4
12.955,116.3
12.959,116.4
12.959,116.5
12.959,116.4
12.959,116.4
12.959,116.5
12.959,116.5
12.959,116.4
12.963,116.5
12.963,116.4
12.963,116.5
12.963,116.5
12.963,116.5
12.963,116.5
12.963,116.5
12.963,116.6
12.967,116.5
12.967,116.7
12.967,116.6
12.967,116.6
12.967,116.7
12.967,116.7
12.971,116.8
12.971,116.7
12.971,116.7
12.971,116.7
12.971,116.7
12.971,116.7
12.971,116.7
12.975,116.8
12.975,116.8
12.975,116.8
12.975,116.9
12.975,116.9
12.975,116.8
12.975,116.9
12.979,117
12.979,117
12.979,117.1
12.979,117
12.979,117
12.979,117
12.979,117.1
12.979,117
12.983,117
12.983,117.1
12.983,117
12.983,117.1
12.983,117.1
12.983,117.2
12.983,117.2
12.987,117.3
12.987,117.2
12.987,117.2
12.987,117.3
12.987,117.3
12.987,117.3
12.987,117.4
12.991,117.4
12.991,117.4
12.991,117.4
12.991,117.5
12.991,117.4
12.991,117.4
12.991,117.5
12.996,117.4
12.996,117.4
12.996,117.5
12.996,117.5
12.996,117.6
12.996,117.6
12.996,117.6
12.996,117.6
13,117.6
13,117.7
13,117.7
13,117.7
13,117.8
13,117.8
13,117.8
13.004,117.8
13.004,117.9
13.004,117.9
13.004,117.9
13.004,117.9
