strain,load
7.672,1.2
7.676,1.1
7.68,1.1
7.684,1.2
7.688,1.2
7.693,1.2
7.701,1.2
7.705,1.1
7.709,1.2
7.713,1.1
7.717,1.2
7.721,1.2
7.725,1.2
7.733,1.2
7.738,1.3
7.742,1.3
7.746,1.3
7.75,1.3
7.754,1.3
7.758,1.3
7.762,1.3
7.766,1.3
7.77,1.3
7.774,1.3
7.779,1.3
7.783,1.4
7.791,1.3
7.791,1.3
7.795,1.3
7.799,1.3
7.803,1.3
7.807,1.3
7.811,1.3
7.815,1.3
7.819,1.3
7.824,1.4
7.828,1.3
7.832,1.3
7.836,1.2
7.84,1.2
7.844,1.2
7.848,1.3
7.852,1.3
7.856,1.2
7.86,1.2
7.864,1.2
7.869,1.2
7.873,1.2
7.877,1.2
7.881,1.2
7.885,1.2
7.889,1.3
7.893,1.2
7.897,1.3
7.905,1.2
7.905,1.2
7.914,1.2
7.918,1.2
7.922,1.2
7.926,1.2
7.93,1.2
7.934,1.2
7.938,1.2
7.942,1.3
7.946,1.2
7.95,1.2
7.954,1.2
7.959,1.2
7.963,1.2
7.971,1.3
7.971,1.3
7.975,1.3
7.979,1.4
7.983,1.3
7.987,1.3
7.991,1.3
7.995,1.3
7.999,1.3
8.004,1.4
8.008,1.4
8.012,1.3
8.012,1.3
8.016,1.3
8.02,1.2
8.024,1.2
8.028,1.1
8.032,1.2
8.04,1.2
8.04,1.2
8.049,1.3
8.053,1.3
8.057,1.3
8.061,1.3
8.065,1.3
8.069,1.3
8.073,1.3
8.077,1.2
8.081,1.2
8.085,1.3
8.089,1.3
8.098,1.3
8.098,1.4
8.106,1.3
8.11,1.3
8.114,1.3
8.118,1.3
8.122,1.3
8.126,1.3
8.13,1.3
8.134,1.3
8.139,1.3
8.147,1.3
8.147,1.3
8.151,1.3
8.155,1.2
8.159,1.2
8.163,1.2
8.167,1.2
8.171,1.2
8.175,1.2
8.184,1.2
8.188,1.3
8.192,1.3
8.196,1.3
8.2,1.2
8.2,1.2
8.204,1.2
8.212,1.2
8.212,1.2
8.22,1.1
8.22,1.2
8.229,1.2
8.233,1.3
8.237,1.3
8.241,1.3
8.245,1.5
8.249,1.6
8.253,1.6
8.257,1.7
8.261,1.7
8.265,1.6
8.27,1.6
8.274,1.6
8.278,1.6
8.282,1.5
8.286,1.6
8.29,1.5
8.294,1.6
8.298,1.6
8.298,1.6
8.302,1.6
8.306,1.6
8.31,1.6
8.315,1.7
8.319,1.7
8.323,1.8
8.327,1.8
8.327,1.8
8.331,1.7
8.335,1.6
8.339,1.7
8.343,1.6
8.343,1.6
8.347,1.6
8.351,1.6
8.355,1.6
8.36,1.6
8.364,1.7
8.368,1.6
8.368,1.6
8.372,1.6
8.376,1.6
8.38,1.6
8.384,1.6
8.388,1.7
8.392,1.7
8.396,1.7
8.4,1.7
8.405,1.6
8.409,1.6
8.413,1.6
8.417,1.7
8.417,1.7
8.421,1.6
8.425,1.6
8.429,1.6
8.433,1.7
8.437,1.7
8.441,1.7
8.445,1.7
8.45,1.7
8.454,1.7
8.458,1.7
8.462,1.7
8.466,1.9
8.466,1.8
8.47,1.8
8.474,1.8
8.478,1.8
8.482,1.7
8.486,1.7
8.49,1.7
8.49,1.7
8.495,1.7
8.499,1.7
8.503,1.7
8.507,1.7
8.511,1.7
8.515,1.7
8.519,1.7
8.523,1.7
8.527,1.7
8.531,1.7
8.535,1.7
8.54,1.7
8.54,1.7
8.544,1.7
8.548,1.7
8.552,1.7
8.556,1.6
8.56,1.6
8.564,1.7
8.568,1.6
8.572,1.7
8.576,1.7
8.58,1.7
8.585,1.7
8.589,1.7
8.593,1.7
8.601,1.7
8.605,1.6
8.609,1.7
8.613,1.8
8.617,1.8
8.621,1.8
8.626,1.9
8.63,2
8.634,2
8.642,2.1
8.642,2.1
8.646,2.1
8.654,2.1
8.658,2.1
8.662,2.1
8.666,2.1
8.675,2.1
8.679,2.1
8.683,2.2
8.691,2.3
8.695,2.3
8.699,2.4
8.707,2.4
8.711,2.5
8.716,2.6
8.724,2.6
8.728,2.6
8.736,2.6
8.74,2.5
8.748,2.5
8.752,2.4
8.756,2.4
8.761,2.4
8.765,2.5
8.769,2.5
8.773,2.5
8.781,2.6
8.785,2.6
8.789,2.6
8.793,2.6
8.797,2.7
8.801,2.6
8.806,2.6
8.814,2.6
8.818,2.6
8.822,2.6
8.826,2.5
8.83,2.5
8.834,2.5
8.838,2.4
8.842,2.5
8.846,2.5
8.851,2.5
8.855,2.5
8.859,2.6
8.863,2.5
8.867,2.6
8.871,2.6
8.875,2.6
8.879,2.6
8.883,2.6
8.887,2.6
8.891,2.5
8.896,2.5
8.9,2.5
8.904,2.5
8.908,2.4
8.912,2.4
8.916,2.5
8.92,2.5
8.924,2.4
8.928,2.5
8.932,2.5
8.936,2.5
8.941,2.5
8.945,2.6
8.949,2.6
8.953,2.6
8.957,2.6
8.961,2.5
8.965,2.5
8.969,2.5
8.973,2.5
8.977,2.5
8.981,2.5
8.986,2.6
8.994,2.6
8.994,2.6
9.002,2.6
9.006,2.6
9.01,2.5
9.014,2.4
9.014,2.5
9.022,2.5
9.027,2.6
9.031,2.6
9.035,2.6
9.039,2.6
9.043,2.6
9.047,2.5
9.051,2.6
9.055,2.5
9.059,2.5
9.059,2.5
9.067,2.5
9.067,2.5
9.076,2.6
9.076,2.6
9.084,2.6
9.084,2.6
9.092,2.6
9.092,2.7
9.1,2.6
9.1,2.7
9.104,2.6
9.108,2.6
9.112,2.5
9.117,2.6
9.121,2.5
9.125,2.6
9.129,2.6
9.133,2.6
9.137,2.6
9.141,2.6
9.145,2.6
9.153,2.5
9.153,2.5
9.157,2.5
9.162,2.5
9.166,2.6
9.17,2.6
9.174,2.6
9.178,2.6
9.182,2.6
9.186,2.6
9.19,2.6
9.194,2.6
9.198,2.6
9.202,2.6
9.207,2.6
9.211,2.5
9.215,2.5
9.219,2.5
9.227,2.6
9.231,2.6
9.235,2.6
9.239,2.6
9.243,2.6
9.247,2.7
9.256,2.7
9.26,2.7
9.264,2.7
9.268,2.7
9.272,2.7
9.276,2.7
9.28,2.7
9.288,2.8
9.292,2.8
9.297,2.8
9.301,2.8
9.309,2.7
9.313,2.7
9.317,2.7
9.325,2.7
9.329,2.8
9.333,2.8
9.342,2.8
9.346,2.8
9.35,2.8
9.358,2.8
9.362,2.8
9.37,2.8
9.374,2.8
9.378,2.8
9.387,2.9
9.391,2.9
9.399,2.9
9.403,2.8
9.407,2.9
9.415,2.9
9.419,2.9
9.423,2.9
9.432,2.8
9.436,3
9.444,3
9.448,3
9.456,3
9.46,3
9.468,3
9.477,3
9.481,3
9.489,3
9.493,3
9.501,3.1
9.509,3.2
9.513,3.1
9.522,3.2
9.526,3.1
9.534,3.1
9.542,3.1
9.546,3.1
9.554,3.2
9.558,3.3
9.567,3.3
9.571,3.2
9.579,3.4
9.583,3.4
9.591,3.4
9.595,3.5
9.603,3.5
9.612,3.5
9.62,3.5
9.624,3.5
9.632,3.5
9.636,3.5
9.64,3.6
9.648,3.6
9.657,3.6
9.661,3.7
9.669,3.6
9.677,3.7
9.681,3.6
9.689,3.7
9.693,3.7
9.702,3.8
9.706,3.8
9.714,3.9
9.722,3.9
9.726,3.9
9.73,3.9
9.738,4
9.747,4
9.751,4.1
9.759,4.1
9.763,4.1
9.771,4.1
9.775,4
9.783,4
9.788,4
9.796,4
9.8,4
9.808,4.1
9.812,4.1
9.82,4.1
9.824,4.2
9.833,4.2
9.837,4.3
9.845,4.3
9.849,4.3
9.857,4.3
9.861,4.3
9.869,4.3
9.874,4.4
9.878,4.3
9.886,4.4
9.89,4.4
9.898,4.4
9.902,4.5
9.906,4.5
9.91,4.5
9.919,4.5
9.923,4.5
9.931,4.6
9.935,4.6
9.943,4.7
9.947,4.7
9.951,4.7
9.959,4.7
9.964,4.7
9.968,4.7
9.976,4.7
9.98,4.7
9.984,4.7
9.992,4.6
9.996,4.7
10.004,4.7
10.009,4.9
10.017,4.9
10.021,5
10.025,5
10.033,4.9
10.037,5
10.041,5
10.045,5
10.054,4.9
10.058,4.9
10.066,5
10.07,5
10.074,5.1
10.082,5.1
10.086,5.2
10.09,5.2
10.094,5.2
10.103,5.2
10.107,5.3
10.111,5.2
10.119,5.3
10.123,5.3
10.131,5.3
10.135,5.3
10.139,5.4
10.148,5.5
10.152,5.5
10.16,5.4
10.164,5.4
10.168,5.5
10.176,5.5
10.18,5.5
10.184,5.6
10.193,5.6
10.197,5.6
10.201,5.7
10.209,5.7
10.213,5.8
10.217,5.8
10.225,5.8
10.229,5.9
10.238,5.9
10.242,6
10.246,6
10.25,6.1
10.258,6.1
10.262,6.1
10.266,6.1
10.27,6.1
10.279,6.1
10.283,6.1
10.291,6.1
10.295,6.2
10.299,6.1
10.303,6.3
10.311,6.4
10.315,6.4
10.324,6.5
10.328,6.5
10.332,6.4
10.336,6.5
10.34,6.6
10.348,6.6
10.352,6.6
10.356,6.6
10.36,6.6
10.369,6.6
10.373,6.7
10.381,6.6
10.385,6.7
10.389,6.7
10.393,6.8
10.397,6.8
10.405,6.8
10.41,6.8
10.414,6.8
10.418,6.8
10.426,6.8
10.43,6.8
10.438,6.8
10.442,6.8
10.446,6.9
10.45,6.9
10.459,7
10.463,7.1
10.467,7.1
10.471,7.1
10.475,7.1
10.483,7.1
10.487,7.2
10.491,7.2
10.5,7.2
10.504,7.1
10.508,7.2
10.512,7.1
10.52,7.2
10.524,7.3
10.528,7.3
10.532,7.4
10.536,7.4
10.54,7.3
10.549,7.4
10.553,7.4
10.557,7.5
10.561,7.5
10.569,7.6
10.573,7.6
10.577,7.6
10.581,7.6
10.59,7.6
10.594,7.7
10.598,7.7
10.602,7.7
10.606,7.8
10.614,7.8
10.618,7.9
10.622,7.9
10.626,7.8
10.635,7.9
10.639,7.9
10.643,8
10.647,8
10.651,8
10.655,8
10.663,8.1
10.667,8.1
10.671,8.1
10.675,8.1
10.68,8.2
10.688,8.1
10.692,8.1
10.696,8.1
10.7,8.1
10.708,8.1
10.712,8.1
10.716,8.2
10.721,8.3
10.725,8.3
10.729,8.3
10.737,8.4
10.741,8.5
10.745,8.5
10.749,8.6
10.753,8.5
10.757,8.6
10.761,8.5
10.77,8.5
10.774,8.5
10.778,8.5
10.782,8.5
10.786,8.6
10.79,8.6
10.794,8.7
10.798,8.7
10.802,8.8
10.806,8.8
10.811,8.8
10.815,8.8
10.819,8.7
10.819,8.7
10.823,8.7
10.827,8.8
10.831,8.9
10.831,9
10.835,9
10.835,9
10.839,9
10.843,9
10.843,9.1
10.847,9.1
10.851,9.1
10.851,9.1
10.856,9.1
10.856,9.2
10.86,9.2
10.86,9.2
10.864,9.2
10.864,9.2
10.868,9.2
10.872,9.2
10.872,9.3
10.876,9.3
10.876,9.3
10.88,9.4
10.88,9.4
10.884,9.4
10.888,9.4
10.888,9.4
10.892,9.4
10.892,9.5
10.896,9.5
10.901,9.5
10.901,9.5
10.905,9.6
10.905,9.6
10.909,9.7
10.909,9.7
10.913,9.7
10.917,9.7
10.917,9.7
10.921,9.7
10.921,9.8
10.925,9.8
10.929,9.8
10.929,9.9
10.933,9.9
10.933,10
10.937,10.1
10.937,10
10.941,10.1
10.946,10.1
10.946,10.1
10.95,10.1
10.95,10.1
10.954,10.2
10.958,10.2
10.958,10.4
10.962,10.4
10.962,10.4
10.966,10.5
10.966,10.6
10.97,10.7
10.974,10.7
10.974,10.7
10.978,10.8
10.978,10.8
10.982,10.9
10.982,10.9
10.986,11
10.986,11
10.991,11
10.995,11.1
10.995,11.1
10.999,11.1
10.999,11.2
11.003,11.2
11.003,11.3
11.007,11.4
11.007,11.4
11.011,11.5
11.015,11.6
11.015,11.6
11.019,11.6
11.019,11.6
11.023,11.6
11.023,11.7
11.027,11.8
11.027,11.9
11.031,12
11.031,11.9
11.036,12
11.036,12.1
11.04,12.2
11.044,12.3
11.044,12.3
11.048,12.4
11.048,12.4
11.052,12.5
11.052,12.5
11.056,12.6
11.056,12.6
11.06,12.7
11.06,12.7
11.064,12.7
11.064,12.7
11.068,12.8
11.068,12.8
11.072,12.9
11.076,12.9
11.076,12.9
11.081,13.1
11.081,13.1
11.085,13.1
11.085,13.2
11.089,13.2
11.089,13.3
11.093,13.3
11.093,13.5
11.097,13.6
11.097,13.6
11.101,13.7
11.101,13.7
11.105,13.7
11.105,13.8
11.109,13.9
11.109,14
11.113,14
11.113,14.1
11.117,14.2
11.117,14.2
11.122,14.3
11.122,14.3
11.126,14.4
11.126,14.4
11.13,14.5
11.13,14.6
11.134,14.7
11.134,14.6
11.138,14.7
11.138,14.8
11.142,14.9
11.142,14.9
11.146,15.1
11.146,15.1
11.15,15.2
11.15,15.3
11.154,15.3
11.154,15.4
11.158,15.4
11.158,15.4
11.162,15.6
11.162,15.6
11.162,15.7
11.167,15.8
11.167,15.9
11.171,15.9
11.171,15.9
11.175,16.1
11.175,16.2
11.179,16.3
11.179,16.4
11.183,16.5
11.183,16.5
11.187,16.6
11.187,16.6
11.191,16.7
11.191,16.7
11.195,16.8
11.195,16.9
11.195,17
11.199,17.1
11.199,17.2
11.203,17.3
11.203,17.4
11.207,17.4
11.207,17.5
11.212,17.6
11.212,17.6
11.216,17.7
11.216,17.8
11.22,17.8
11.22,17.9
11.22,18
11.224,18.1
11.224,18.2
11.228,18.2
11.228,18.3
11.232,18.4
11.232,18.5
11.236,18.5
11.236,18.6
11.236,18.6
11.24,18.7
11.24,18.8
11.244,19
11.244,19.1
11.248,19.2
11.248,19.2
11.252,19.4
11.252,19.4
11.252,19.5
11.257,19.5
11.257,19.6
11.261,19.7
11.261,19.8
11.261,19.9
11.265,20
11.265,20
11.269,20.1
11.269,20.2
11.273,20.3
11.273,20.3
11.273,20.3
11.277,20.4
11.277,20.4
11.281,20.6
11.281,20.7
11.285,20.8
11.285,21
11.285,21
11.289,21.1
11.289,21.1
11.293,21.2
11.293,21.3
11.293,21.3
11.297,21.4
11.297,21.5
11.302,21.6
11.302,21.7
11.306,21.7
11.306,21.9
11.306,21.9
11.31,22
11.31,22.1
11.314,22.1
11.314,22.2
11.314,22.3
11.318,22.5
11.318,22.6
11.322,22.7
11.322,22.7
11.322,22.8
11.326,22.9
11.326,23
11.33,23
11.33,23.1
11.334,23.1
11.334,23.2
11.334,23.3
11.338,23.3
11.338,23.5
11.342,23.6
11.342,23.8
11.342,23.9
11.347,23.9
11.347,24
11.347,24.1
11.351,24.2
11.351,24.2
11.355,24.2
11.355,24.3
11.355,24.3
11.359,24.4
11.359,24.6
11.359,24.7
11.363,24.8
11.363,24.9
11.367,25.1
11.367,25
11.367,25
11.371,25
11.371,25.1
11.375,25.2
11.375,25.3
11.375,25.5
11.379,25.6
11.379,25.6
11.379,25.8
11.383,25.7
11.383,25.8
11.383,25.9
11.387,26
11.387,26.1
11.392,26.1
11.392,26.2
11.392,26.3
11.396,26.4
11.396,26.4
11.396,26.5
11.4,26.6
11.4,26.7
11.404,26.8
11.404,26.9
11.404,26.9
11.408,27
11.408,26.9
11.408,27.1
11.412,27.3
11.412,27.3
11.416,27.4
11.416,27.5
11.416,27.7
11.42,27.7
11.42,27.8
11.42,27.9
11.424,27.9
11.424,27.9
11.424,28
11.428,28.1
11.428,28.2
11.432,28.2
11.432,28.4
11.432,28.5
11.432,28.6
11.437,28.7
11.437,28.8
11.441,28.8
11.441,28.9
11.441,28.9
11.445,29
11.445,29
11.445,29.2
11.449,29.2
11.449,29.4
11.449,29.4
11.453,29.4
11.453,29.5
11.453,29.6
11.457,29.6
11.457,29.7
11.457,29.9
11.461,29.9
11.461,30
11.461,30.1
11.465,30.2
11.465,30.3
11.469,30.3
11.469,30.4
11.469,30.4
11.473,30.4
11.473,30.5
11.473,30.6
11.473,30.6
11.477,30.7
11.477,30.9
11.482,30.9
11.482,31
11.482,31.1
11.486,31.1
11.486,31.1
11.486,31.2
11.49,31.2
11.49,31.4
11.49,31.4
11.494,31.4
11.494,31.6
11.494,31.8
11.498,31.8
11.498,31.9
11.498,31.9
11.502,32
11.502,32.1
11.502,32.2
11.506,32.2
11.506,32.2
11.506,32.4
11.506,32.6
11.51,32.7
11.51,32.7
11.51,32.8
11.514,32.9
11.514,32.9
11.514,33
11.518,33.1
11.518,33.2
11.518,33.2
11.523,33.3
11.523,33.5
11.523,33.5
11.523,33.6
11.527,33.7
11.527,33.7
11.527,33.7
11.531,33.8
11.531,33.9
11.531,34.1
11.535,34.2
11.535,34.3
11.535,34.3
11.539,34.4
11.539,34.5
11.539,34.5
11.543,34.7
11.543,34.8
11.543,34.8
11.543,34.8
11.547,34.8
11.547,34.9
11.547,35
11.551,35.1
11.551,35.2
11.551,35.3
11.555,35.4
11.555,35.4
11.555,35.4
11.555,35.6
11.559,35.7
11.559,35.9
11.559,35.9
11.563,36
11.563,36.1
11.563,36.2
11.568,36.2
11.568,36.3
11.568,36.3
11.568,36.4
11.572,36.4
11.572,36.6
11.572,36.7
11.576,36.7
11.576,36.8
11.576,36.9
11.58,36.9
11.58,37
11.58,37.1
11.58,37.1
11.584,37.2
11.584,37.3
11.584,37.3
11.588,37.5
11.588,37.5
11.588,37.6
11.588,37.7
11.592,37.8
11.592,37.9
11.592,37.9
11.596,38
11.596,37.9
11.596,38
11.596,38.1
11.6,38.1
11.6,38.4
11.6,38.4
11.604,38.5
11.604,38.6
11.604,38.7
11.604,38.8
11.608,38.9
11.608,38.9
11.608,39
11.608,39.1
11.613,39.1
11.613,39.1
11.613,39.2
11.617,39.3
11.617,39.4
11.617,39.5
11.621,39.5
11.621,39.7
11.621,39.7
11.621,39.7
11.621,39.8
11.625,39.8
11.625,39.9
11.625,40
11.629,40
11.629,40.1
11.629,40.1
11.633,40.3
11.633,40.3
11.633,40.4
11.633,40.5
11.637,40.6
11.637,40.6
11.637,40.7
11.637,40.7
11.641,40.8
11.641,40.9
11.641,41
11.645,41.1
11.645,41.1
11.645,41.2
11.649,41.2
11.649,41.3
11.649,41.4
11.649,41.5
11.653,41.6
11.653,41.6
11.653,41.6
11.658,41.6
11.658,41.7
11.658,41.7
11.658,41.8
11.658,41.9
11.662,42
11.662,42.1
11.662,42.1
11.666,42.1
11.666,42.1
11.666,42.3
11.666,42.4
11.67,42.4
11.67,42.5
11.67,42.6
11.67,42.6
11.674,42.7
11.674,42.8
11.674,42.8
11.674,42.8
11.678,42.9
11.678,43
11.678,43
11.678,43.2
11.682,43.2
11.682,43.3
11.682,43.4
11.686,43.5
11.686,43.6
11.686,43.6
11.686,43.8
11.686,43.8
11.69,43.9
11.69,44
11.69,44
11.694,44
11.694,44.1
11.694,44.2
11.694,44.3
11.698,44.4
11.698,44.6
11.698,44.5
11.698,44.6
11.703,44.6
11.703,44.6
11.703,44.7
11.703,44.8
11.703,44.8
11.707,44.9
11.707,45
11.707,45
11.711,45.1
11.711,45.1
11.711,45.2
11.711,45.2
11.715,45.4
11.715,45.4
11.715,45.5
11.715,45.6
11.719,45.7
11.719,45.7
11.719,45.8
11.719,46
11.719,45.9
11.723,45.9
11.723,46
11.723,46
11.727,46.1
11.727,46.2
11.727,46.3
11.727,46.4
11.731,46.4
11.731,46.5
11.731,46.5
11.731,46.6
11.735,46.7
11.735,46.8
11.735,46.9
11.735,47
11.735,47
11.739,47.1
11.739,47.2
11.739,47.2
11.739,47.2
11.743,47.3
11.743,47.3
11.743,47.4
11.743,47.5
11.748,47.5
11.748,47.5
11.748,47.5
11.748,47.7
11.752,47.7
11.752,47.6
11.752,47.7
11.752,47.7
11.752,47.8
11.756,47.9
11.756,47.9
11.756,48
11.756,48.1
11.76,48.1
11.76,48.2
11.76,48.2
11.76,48.2
11.764,48.3
11.764,48.4
11.764,48.4
11.764,48.4
11.768,48.5
11.768,48.5
11.768,48.6
11.768,48.8
11.772,48.9
11.772,48.9
11.772,49
11.772,49
11.776,49
11.776,49.1
11.776,49.1
11.776,49.2
11.776,49.2
11.78,49.3
11.78,49.5
11.78,49.5
11.78,49.6
11.784,49.7
11.784,49.8
11.784,49.8
11.784,49.9
11.784,49.9
11.788,50
11.788,50
11.788,50
11.788,50.1
11.788,50.2
11.793,50.2
11.793,50.3
11.793,50.4
11.793,50.4
11.797,50.4
11.797,50.4
11.797,50.5
11.797,50.6
11.797,50.7
11.801,50.8
11.801,50.9
11.801,50.9
11.801,51
11.801,51
11.805,51.1
11.805,51.1
11.805,51.2
11.805,51.3
11.809,51.3
11.809,51.4
11.809,51.5
11.809,51.5
11.813,51.6
11.813,51.6
11.813,51.6
11.813,51.7
11.813,51.7
11.817,51.9
11.817,51.9
11.817,52
11.817,52
11.817,52
11.821,52.1
11.821,52.1
11.821,52.3
11.821,52.3
11.825,52.3
11.825,52.4
11.825,52.5
11.825,52.5
11.829,52.6
11.829,52.7
11.829,52.7
11.829,52.7
11.833,52.9
11.833,52.9
11.833,53
11.833,53.1
11.833,53.1
11.833,53.1
11.838,53.1
11.838,53.1
11.838,53.1
11.838,53.2
11.842,53.3
11.842,53.4
11.842,53.5
11.842,53.5
11.842,53.6
11.846,53.6
11.846,53.6
11.846,53.8
11.846,53.8
11.846,53.9
11.85,53.9
11.85,53.9
11.85,54
11.85,54
11.85,54.1
11.854,54.2
11.854,54.3
11.854,54.3
11.854,54.3
11.858,54.3
11.858,54.3
11.858,54.4
11.858,54.4
11.858,54.4
11.862,54.5
11.862,54.6
11.862,54.7
11.862,54.7
11.862,54.7
11.866,54.8
11.866,54.8
11.866,54.9
11.866,54.9
11.866,55
11.87,55.1
11.87,55.2
11.87,55.1
11.87,55.3
11.874,55.3
11.874,55.3
11.874,55.4
11.874,55.4
11.874,55.5
11.878,55.5
11.878,55.7
11.878,55.6
11.878,55.7
11.878,55.7
11.883,55.8
11.883,55.9
11.883,55.9
11.883,55.9
11.883,56
11.887,56
11.887,56.1
11.887,56.2
11.887,56.2
11.887,56.2
11.891,56.3
11.891,56.3
11.891,56.4
11.891,56.4
11.891,56.4
11.895,56.5
11.895,56.6
11.895,56.6
11.895,56.8
11.899,56.7
11.899,56.8
11.899,56.8
11.899,56.8
11.899,56.9
11.899,57
11.903,57.1
11.903,57.1
11.903,57.1
11.903,57.2
11.903,57.2
11.907,57.2
11.907,57.3
11.907,57.3
11.907,57.4
11.907,57.3
11.911,57.4
11.911,57.4
11.911,57.3
11.911,57.4
11.915,57.5
11.915,57.5
11.915,57.5
11.915,57.5
11.915,57.6
11.915,57.6
11.919,57.7
11.919,57.7
11.919,57.8
11.919,57.8
11.919,57.8
11.923,57.9
11.923,57.9
11.923,58.1
11.923,58.1
11.923,58.2
11.928,58.2
11.928,58.2
11.928,58.3
11.928,58.3
11.928,58.4
11.932,58.4
11.932,58.5
11.932,58.5
11.932,58.6
11.932,58.6
11.936,58.7
11.936,58.8
11.936,58.8
11.936,58.9
11.936,58.9
11.936,59
11.94,59
11.94,59.1
11.94,59
11.94,59.1
11.94,59.2
11.944,59.2
11.944,59.3
11.944,59.4
11.944,59.4
11.944,59.5
11.948,59.6
11.948,59.7
11.948,59.7
11.948,59.8
11.948,59.8
11.948,59.8
11.952,59.8
11.952,59.8
11.952,60
11.952,60.1
11.952,60.1
11.956,60.2
11.956,60.3
11.956,60.3
11.956,60.2
11.956,60.3
11.956,60.4
11.96,60.4
11.96,60.6
11.96,60.6
11.96,60.7
11.96,60.7
11.964,60.7
11.964,60.7
11.964,60.8
11.964,60.9
11.964,61
11.964,61.1
11.969,61.1
11.969,61.1
11.969,61.2
11.969,61.3
11.969,61.3
11.973,61.4
11.973,61.4
11.973,61.5
11.973,61.4
11.973,61.4
11.977,61.5
11.977,61.5
11.977,61.7
11.977,61.6
11.977,61.7
11.977,61.8
11.981,61.9
11.981,62
11.981,62
11.981,61.9
11.981,62
11.981,62.1
11.985,62.1
11.985,62.2
11.985,62.3
11.985,62.2
11.985,62.3
11.989,62.3
11.989,62.3
11.989,62.5
11.989,62.5
11.989,62.6
11.989,62.6
11.993,62.6
11.993,62.7
11.993,62.7
11.993,62.8
11.993,62.8
11.993,62.9
11.997,63
11.997,63
11.997,63.1
11.997,63.2
11.997,63.2
11.997,63.3
12.001,63.2
12.001,63.3
12.001,63.2
12.001,63.3
12.001,63.3
12.005,63.4
12.005,63.4
12.005,63.4
12.005,63.5
12.005,63.5
12.005,63.6
12.009,63.6
12.009,63.6
12.009,63.7
12.009,63.6
12.009,63.5
12.014,63.7
12.014,63.7
12.014,63.8
12.014,63.9
12.014,64
12.014,64
12.014,64
12.018,64
12.018,64
12.018,64
12.018,64
12.022,64.1
12.022,64.1
12.022,64.2
12.022,64.2
12.022,64.3
12.022,64.3
12.022,64.3
12.026,64.3
12.026,64.3
12.026,64.4
12.026,64.3
12.026,64.4
12.03,64.4
12.03,64.5
12.03,64.5
12.03,64.5
12.03,64.5
12.03,64.5
12.034,64.5
12.034,64.5
12.034,64.5
12.034,64.7
12.034,64.7
12.034,64.8
12.038,64.8
12.038,64.8
12.038,64.8
12.038,64.8
12.038,65
12.042,65
12.042,65.1
12.042,65.1
12.042,65
12.042,65
12.042,65.1
12.046,65.2
12.046,65.1
12.046,65.3
12.046,65.2
12.046,65.3
12.046,65.4
12.05,65.5
12.05,65.5
12.05,65.6
12.05,65.6
12.05,65.6
12.05,65.7
12.054,65.7
12.054,65.8
12.054,65.8
12.054,65.8
12.054,65.8
12.059,65.9
12.059,66
12.059,66
12.059,66.1
12.059,66.1
12.059,66.1
12.063,66.1
12.063,66.1
