strain,load
0.0190867353800741,0.163441955193491
0.296935317541858,0.551998472505034
0.597312163122165,1.87309063136456
0.927726693260503,3.11647148676167
1.24875444697446,5.29238798370676
1.50782947628747,7.39059317718943
1.72372533404832,9.56650967413441
1.94149854709404,12.5195392057026
2.1480076284305,15.5502800407332
2.36578084147622,19.8244017311609
2.56102579110342,24.0985234215886
2.78818578057353,29.2274694501018
2.99657221719487,34.3564154786151
3.15051535055478,38.6305371690428
3.35702443189124,44.22575101833
3.54288260509405,50.2095213849287
3.74000491000613,56.1932917515275
3.9052121750753,61.3222377800407
4.04976853201082,65.5963594704684
4.08168357185373,67.3060081466396
4.15302307267905,69.4042133401222
4.32949446945748,75.8542515274949
4.48531495810227,80.9831975560082
4.65990899959582,87.4332357433808
4.80446535653134,92.0959139511202
4.94902171346687,97.6911278004073
5.11422897853604,103.674898167006
5.29070037531447,110.51349287169
5.45590764038364,116.497263238289
5.63237903716207,122.8695901222
5.77693539409759,128.464803971487
5.92149175103311,134.060017820774
6.06604810796864,139.577520366599
6.2312553730378,146.027558553972
6.40772676981624,152.01132892057
6.55228312675176,157.528831466395
6.77944311622187,166.077074847251
6.94465038129103,172.915669551935
7.12112177806946,178.899439918534
7.31636672769666,185.349478105906
7.4515363082078,190.089867617108
7.61674357327697,194.363989307536
7.63739448141062,190.089867617108
7.71061133752082,184.960921588595
7.73126224565446,180.220532077393
7.83451678632269,172.527113034623
7.91712041885728,164.833693991853
8.02976173594989,155.819182790224
8.17431809288542,136.158223014257
